annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,image_id,filename,image_longitude,image_latitude,shape_id,shape_name,points,attributes,annotation_id,created_at
12738788,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,1112896,PS14_280_0001__PS14_280_0624.jpg,,,4,Circle,"[2198.08,819.66,101.6]","{""size"":3171844,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797055,"2021-09-04 05:47:01"
12738789,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,1112897,PS14_280_0002__PS14_280_0615.jpg,,,4,Circle,"[787.18,485.67,106.83]","{""size"":3140386,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797056,"2021-09-04 05:47:03"
12738790,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,1112899,PS14_280_0004__PS14_280_0611.jpg,,,4,Circle,"[1622.15,1730.76,87.94]","{""size"":2809317,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797057,"2021-09-04 05:47:06"
12739488,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112846,PS14_259_0004__PS14_259_1199.jpg,,,4,Circle,"[487.41,1757.31,93.97]","{""size"":1316305,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797755,"2021-09-04 06:19:17"
12739489,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112846,PS14_259_0004__PS14_259_1199.jpg,,,4,Circle,"[476.2,1569.08,101.34]","{""size"":1316305,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797756,"2021-09-04 06:19:20"
12739490,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112850,PS14_260_0003__PS14_260_1131.jpg,,,4,Circle,"[1738.99,1062.78,98.51]","{""size"":2484604,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797757,"2021-09-04 06:19:23"
12739491,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112850,PS14_260_0003__PS14_260_1131.jpg,,,4,Circle,"[289.73,863.92,157.56]","{""size"":2484604,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797758,"2021-09-04 06:19:27"
12739492,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112862,PS14_270_0005__PS14_270_1069.jpg,,,4,Circle,"[766.52,1868.25,126.81]","{""size"":2277326,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797759,"2021-09-04 06:19:30"
12739493,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112872,PS14_276_0004__PS14_276_0898.jpg,,,4,Circle,"[878.64,1491.18,286.26]","{""size"":2065704,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797760,"2021-09-04 06:19:33"
12739494,178986,bottle_brush_simple-gorgonacea,"octocorals > bottle_brush_simple-gorgonacea",581,Charley,Gros,1112872,PS14_276_0004__PS14_276_0898.jpg,,,4,Circle,"[1489.38,1292.32,514.52]","{""size"":2065704,""mimetype"":""image\/jpeg"",""width"":2417,""height"":2407}",11797761,"2021-09-04 06:19:36"
