annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,image_id,filename,image_longitude,image_latitude,shape_id,shape_name,points,attributes,annotation_id,created_at
12738791,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,730677,PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg,-11.1105,-70.887,4,Circle,"[4152.23,2564.91,77.2]","{""size"":6502694,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-315},""laserpoints"":{""error"":false,""area"":3.426108386734631,""count"":2,""method"":""manual"",""points"":[[1507.74,1695.04],[1978.39,2595.83]],""distance"":""50""}}",11797058,"2021-09-04 05:47:09"
12738792,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,858116,PS96_001_0029__PS96_001-4_2015-12-23_3423.jpg,-11.1123,-70.8875,4,Circle,"[4114.97,2752.22,64.02]","{""size"":6469442,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-311},""laserpoints"":{""error"":false,""area"":4.134611474581296,""count"":2,""method"":""manual"",""points"":[[1509.99,1768.73],[1952.51,2581.2]],""distance"":""50""}}",11797059,"2021-09-04 05:47:11"
12738793,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,730717,PS96_007_0007__PS96_007-1_2015-12-29_3732.jpg,-26.9744,-74.6603,4,Circle,"[1108.69,2134.31,79.69]","{""size"":8532134,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-415},""laserpoints"":{""error"":false,""area"":1.5480463867444811,""count"":2,""method"":""manual"",""points"":[[1506.51,1491.98],[2298.96,2779.65]],""distance"":""50""}}",11797060,"2021-09-04 05:47:14"
12738794,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,743082,PS96_026_0009__PS96_026-3_2016-01-08_4639.jpg,-37.9172,-75.2691,4,Circle,"[3111.19,1639.31,53.34]","{""size"":4694841,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-413},""laserpoints"":{""error"":false,""area"":2.8085593021460347,""count"":2,""method"":""manual"",""points"":[[2050.56,2638.24],[1509.21,1654.88]],""distance"":""50""}}",11797061,"2021-09-04 05:47:16"
12738800,178974,barnacles-bathylasmatidae,barnacles-bathylasmatidae,581,Charley,Gros,743157,PS96_061_0011__PS96_061-1_2016-01-21_1156.jpg,-30.3115,-76.0971,5,Rectangle,"[1037.79,2271.3,1029.35,2383.24,1081.15,2387.14,1089.58,2275.2]","{""size"":4045624,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-469},""laserpoints"":{""error"":false,""area"":2.040362299877142,""count"":2,""method"":""manual"",""points"":[[2162.49,2700.45],[1509.43,1556.78]],""distance"":""50""}}",11797067,"2021-09-04 05:47:33"
12738875,178981,bottle_brush_complex-gorgonacea,"octocorals > bottle_brush_complex-gorgonacea",581,Charley,Gros,730677,PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg,-11.1105,-70.887,4,Circle,"[809.86,2547.89,103.5]","{""size"":6502694,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-315},""laserpoints"":{""error"":false,""area"":3.426108386734631,""count"":2,""method"":""manual"",""points"":[[1507.74,1695.04],[1978.39,2595.83]],""distance"":""50""}}",11797142,"2021-09-04 05:50:52"
12738876,178981,bottle_brush_complex-gorgonacea,"octocorals > bottle_brush_complex-gorgonacea",581,Charley,Gros,730677,PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg,-11.1105,-70.887,4,Circle,"[1531.97,1394.2,200.05]","{""size"":6502694,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-315},""laserpoints"":{""error"":false,""area"":3.426108386734631,""count"":2,""method"":""manual"",""points"":[[1507.74,1695.04],[1978.39,2595.83]],""distance"":""50""}}",11797143,"2021-09-04 05:50:55"
12738877,178981,bottle_brush_complex-gorgonacea,"octocorals > bottle_brush_complex-gorgonacea",581,Charley,Gros,730677,PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg,-11.1105,-70.887,4,Circle,"[3703.5,571.13,206.44]","{""size"":6502694,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-315},""laserpoints"":{""error"":false,""area"":3.426108386734631,""count"":2,""method"":""manual"",""points"":[[1507.74,1695.04],[1978.39,2595.83]],""distance"":""50""}}",11797144,"2021-09-04 05:50:57"
12738878,178981,bottle_brush_complex-gorgonacea,"octocorals > bottle_brush_complex-gorgonacea",581,Charley,Gros,730677,PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg,-11.1105,-70.887,4,Circle,"[4355.3,118.45,219.22]","{""size"":6502694,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-315},""laserpoints"":{""error"":false,""area"":3.426108386734631,""count"":2,""method"":""manual"",""points"":[[1507.74,1695.04],[1978.39,2595.83]],""distance"":""50""}}",11797145,"2021-09-04 05:51:00"
12738879,178981,bottle_brush_complex-gorgonacea,"octocorals > bottle_brush_complex-gorgonacea",581,Charley,Gros,730679,PS96_001_0004__PS96_001-4_2015-12-23_3439.jpg,-11.1166,-70.8885,4,Circle,"[4344.19,1457.77,142.65]","{""size"":7066627,""mimetype"":""image\/jpeg"",""width"":4608,""height"":3072,""metadata"":{""gps_altitude"":-315},""laserpoints"":{""error"":false,""area"":3.932965967857922,""count"":2,""method"":""manual"",""points"":[[1509.99,1761.41],[1969.39,2591.33]],""distance"":""50""}}",11797146,"2021-09-04 05:51:03"
