filename,survey,longitude,latitude,area,area_pix,antarctic_scallop-antarctic_scallop,barnacles-bathylasmatidae,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-antipatharia,octocorals_bottle_brush_simple-gorgonacea,brachiopods-brachiopoda,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,anemones_colonial-zoantharia,octocorals_branching_bushy-alcyonacea,stony_corals_solitary-scleractinia,octocorals_seafan_fern_simple-antipatharia,stony_corals_colonial-scleractinia,octocorals_seafan_flexible-alcyonacea
PS96_027_0006__PS96_027-2_2016-01-14_4720.jpg,PS96,-52.1794,-76.7199,3.3895030178323355,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_027_0008__PS96_027-2_2016-01-14_4727.jpg,PS96,-52.1781,-76.7198,2.5527665491052347,14155776.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
PS96_027_0010__PS96_027-2_2016-01-14_4700.jpg,PS96,-52.1861,-76.7196,1.9636499586305702,14155776.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PS96_048_0012__PS96_048-2_2016-01-18_0851.jpg,PS96,-35.3316,-74.7632,1.903917227749426,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0015__PS96_057-3_2016-01-21_1075.jpg,PS96,-29.0091,-76.3219,5.027673751523937,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0016__PS96_057-3_2016-01-21_1077.jpg,PS96,-29.0086,-76.3219,3.9045396500714187,14155776.0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
PS96_048_0002__PS96_048-2_2016-01-18_0741.jpg,PS96,-35.3159,-74.7683,2.114209238929607,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0011__PS96_007-1_2015-12-29_3689.jpg,PS96,-26.9631,-74.6586,1.3755470140296435,14155776.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PS96_027_0007__PS96_027-2_2016-01-14_4729.jpg,PS96,-52.1776,-76.7197,2.0792037312151064,14155776.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PS96_090_0027__PS96_090-4_2016-01-29_1735.jpg,PS96,-17.0664,-72.4418,3.6873778707175098,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0
PS96_001_0015__PS96_001-4_2015-12-23_3432.jpg,PS96,-11.1152,-70.8883,2.9928778929928823,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0023__PS96_007-1_2015-12-29_3832.jpg,PS96,-26.9957,-74.6665,2.8939200973902954,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_008_0009__PS96_008-2_2015-12-30_3966.jpg,PS96,-29.4162,-74.9157,2.611943227878666,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PS96_048_0018__PS96_048-2_2016-01-18_0691.jpg,PS96,-35.3081,-74.7704,2.05630599718771,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_090_0002__PS96_090-4_2016-01-29_1706.jpg,PS96,-17.0619,-72.4413,3.9448527192266365,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PS96_001_0031__PS96_001-4_2015-12-23_3466.jpg,PS96,-11.123,-70.8895,1.7274362929178073,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0010__PS96_090-4_2016-01-29_1749.jpg,PS96,-17.0688,-72.4422,3.051999919721215,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PS96_090_0017__PS96_090-4_2016-01-29_1712.jpg,PS96,-17.0627,-72.4414,2.777503788490354,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_008_0012__PS96_008-2_2015-12-30_4047.jpg,PS96,-29.4079,-74.9115,3.212339230760826,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0012__PS96_007-1_2015-12-29_3750.jpg,PS96,-26.9795,-74.6609,1.7799606941954564,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_048_0009__PS96_048-2_2016-01-18_0828.jpg,PS96,-35.3283,-74.7643,2.300783564941821,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0008__PS96_090-4_2016-01-29_1775.jpg,PS96,-17.0741,-72.4433,2.164904298669684,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_048_0023__PS96_048-2_2016-01-18_0901.jpg,PS96,-35.3393,-74.7606,2.2644078644275956,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS96_048_0027__PS96_048-2_2016-01-18_0948.jpg,PS96,-35.3458,-74.7583,2.953439581610001,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PS96_061_0009__PS96_061-1_2016-01-21_1191.jpg,PS96,-30.317,-76.0958,2.467958579849714,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS96_026_0016__PS96_026-3_2016-01-08_4393.jpg,PS96,-37.913,-75.2834,2.738243865790849,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS81_222_0009__PS81_222-2b_2013-03-03T20_58_24_6087.jpg,PS81,-58.55935899999999,-63.007283,2.7740925891146366,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_222_0012__PS81_222-2a_2013-03-03T15_22_56_5375.jpg,PS81,-58.621396,-63.048194,3.4650612540932277,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_222_0013__PS81_222-2b_2013-03-03T20_44_14_6054.jpg,PS81,-58.564050999882,-63.007478000000006,3.6005916700533804,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
PS81_222_0014__PS81_222-2a_2013-03-03T15_10_32_5339.jpg,PS81,-58.625586,-63.048762,2.299242053996214,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0
PS81_222_0015__PS81_222-2a_2013-03-03T16_13_48_5504.jpg,PS81,-58.608433,-63.04816999999999,2.4322934734850388,13456535.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_222_0018__PS81_222-2a_2013-03-03T14_54_15_5293.jpg,PS81,-58.630964,-63.049625,5.052875635912349,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_225_0004__PS81_225-6_2013-03-04T14_54_04_6211.jpg,PS81,-58.686579,-62.931241,1.5224268638540495,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_225_0009__PS81_225-6_2013-03-04T15_50_49_6343.jpg,PS81,-58.67040400000001,-62.936239,1.1875576539076191,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
PS81_116_0022__PS81_116-3_2013-01-26T14_52_11_5254.jpg,PS81,-56.457816,-62.562847,1.8759590717700032,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_160_0008__PS81_160-1_2013-02-08T19_20_43_6741.jpg,PS81,-54.104093000000006,-63.1781,2.5771070521548136,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0
PS81_161_0003__PS81_161-1_2013-02-10T01_16_04_7261.jpg,PS81,-56.680123,-64.003732,3.0329747028926612,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_161_0009__PS81_161-1_2013-02-09T22_26_16_6866.jpg,PS81,-56.730339,-64.007602,3.2175843993087514,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
PS81_185_0007__PS81_185-1_2013-02-19T09_19_13_8805.jpg,PS81,-55.613522,-63.862536,1.9575253052645012,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_185_0011__PS81_185-1_2013-02-19T09_05_40_8775.jpg,PS81,-55.61485,-63.864208,3.4358186184618904,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
PS81_185_0012__PS81_185-1_2013-02-19T08_25_29_8688.jpg,PS81,-55.609241,-63.871047,1.6045341571287688,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PS81_185_0015__PS81_185-1_2013-02-19T09_30_45_8833.jpg,PS81,-55.610576,-63.86117900000001,2.1719988657818337,13456535.0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0
PS81_188_0002__PS81_188-1_2013-02-20T06_39_59_9617.jpg,PS81,-55.565508,-63.86990600000001,2.9633859606490485,13456535.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
PS81_188_0006__PS81_188-1_2013-02-20T07_13_38_9693.jpg,PS81,-55.561452,-63.865977000132,2.359448232825661,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
PS81_188_0009__PS81_188-1_2013-02-20T10_03_52_0087.jpg,PS81,-55.56155,-63.843436,2.71341780793786,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
PS81_188_0018__PS81_188-1_2013-02-20T06_48_59_9638.jpg,PS81,-55.56398100000001,-63.869024,1.693649018380078,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
PS81_194_0007__PS81_194-1_2013-02-23T21_03_17_1278.jpg,PS81,-56.90172,-62.740039,2.9260213783562343,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_196_0002__PS81_196-2_2013-02-24T09_27_00_1492.jpg,PS81,-57.099128,-62.802942,2.951412719263595,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_196_0011__PS81_196-2_2013-02-24T11_45_07_1808.jpg,PS81,-57.058572,-62.80152,2.1636530275704673,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_197_0003__PS81_197-3_2013-02-25T10_31_03_2311.jpg,PS81,-57.443909,-62.744471,2.7992228458477366,13456535.0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0
PS81_197_0006__PS81_197-3_2013-02-25T09_01_25_2118.jpg,PS81,-57.461118000000006,-62.753303,2.343280347399009,13456535.0,0,0,0,0,6,0,1,0,9,0,0,0,0,0,0,1,1,0,0,0,0
PS81_197_0017__PS81_197-3_2013-02-25T08_37_47_2071.jpg,PS81,-57.466118,-62.755582,4.040384454958205,13456535.0,0,0,0,0,1,0,0,0,29,0,0,0,0,3,2,1,0,0,0,0,0
PS81_198_0018__PS81_198-2_2013-02-26T07_58_43_2581.jpg,PS81,-58.113869,-63.03814000000001,1.5414128353195178,13456535.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
PS81_199_0018__PS81_199-1_2013-02-26T16_19_24_3086.jpg,PS81,-58.26256400000001,-62.95756899999999,4.003171504338128,13456535.0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
PS81_215_0004__PS81_215-2_2013-03-01T21_40_12_4379.jpg,PS81,-58.227164,-62.890612,2.9174153906401603,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
PS81_215_0005__PS81_215-2_2013-03-01T23_50_58_4643.jpg,PS81,-58.191346,-62.89086999999999,4.479875595508949,13456535.0,0,0,0,0,50,0,0,1,0,0,0,0,24,10,0,1,0,0,0,0,0
PS81_215_0006__PS81_215-2_2013-03-01T21_11_28_4332.jpg,PS81,-58.235462,-62.89151700000001,3.5487499424036724,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_215_0008__PS81_215-2_2013-03-01T22_15_35_4450.jpg,PS81,-58.218295,-62.890447,3.5282668340876957,13456535.0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
PS81_215_0021__PS81_215-2_2013-03-02T00_02_36_4663.jpg,PS81,-58.18906,-62.891178,2.675179173852373,13456535.0,0,0,0,0,4,0,0,0,5,0,0,0,3,1,0,1,0,0,0,0,0
PS81_222_0001__PS81_222-2a_2013-03-03T16_44_07_5590.jpg,PS81,-58.600586,-63.050639,1.9733036327389886,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PS81_116_0019__PS81_116-3_2013-01-26T15_20_29_5319.jpg,PS81,-56.46652,-62.563023,2.311549435059947,13456535.0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_161_0004__PS81_161-1_2013-02-10T01_48_01_7331.jpg,PS81,-56.672734,-64.002999,3.172591166210009,13456535.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_192_0007__PS81_192-1_2013-02-22T21_37_13_0726.jpg,PS81,-57.472699,-62.72610699999999,2.3770178081001663,13456535.0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0
PS81_192_0013__PS81_192-1_2013-02-22T22_24_28_0849.jpg,PS81,-57.460313,-62.724197,2.0661932129879426,13456535.0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0
PS81_196_0013__PS81_196-2_2013-02-24T12_43_51_1945.jpg,PS81,-57.040184,-62.800658,3.624524404566415,13456535.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_197_0009__PS81_197-3_2013-02-25T12_03_12_2503.jpg,PS81,-57.42705699993,-62.735984,2.6528480980816282,13456535.0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
PS81_118_0012__PS81_118-3_2013-01-27T09_06_26_5454.jpg,PS81,-56.28515,-62.44544000000001,3.453089744507947,13456535.0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_160_0005__PS81_160-1_2013-02-08T18_22_23_6612.jpg,PS81,-54.109805,-63.174714,1.9794652183044865,13456535.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_160_0021__PS81_160-1_2013-02-08T19_29_17_6759.jpg,PS81,-54.104678,-63.178744,2.6053922906154856,13456535.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_197_0018__PS81_197-3_2013-02-25T10_38_39_2326.jpg,PS81,-57.442357,-62.743637,2.3262673739538884,13456535.0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
PS81_222_0013__PS81_222-2a_2013-03-03T16_28_28_5549.jpg,PS81,-58.604772,-63.049298999878,2.5897673734729305,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_222_0018__PS81_222-2b_2013-03-03T17_42_24_5631.jpg,PS81,-58.622103,-63.008175,1.9562414650449216,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_225_0001__PS81_225-6_2013-03-04T15_57_23_6361.jpg,PS81,-58.668423,-62.936773,3.4829047148652235,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
PS81_231_0009__PS81_231-2_2013-03-06T00_10_29_6623.jpg,PS81,-60.459566,-62.87816300009301,2.044671690761791,13456535.0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_251_0009__PS81_251-1_2013-03-12T22_43_01_9594.jpg,PS81,-60.581464,-62.10740500000001,2.326301066248273,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_251_0021__PS81_251-1_2013-03-12T22_18_37_9551.jpg,PS81,-60.586859,-62.110612,3.9799295650321276,13456535.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_185_0014__PS81_185-1_2013-02-19T08_03_49_8634.jpg,PS81,-55.609796,-63.874625,2.971860500170437,13456535.0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0002__PS81_116-3_2013-01-26T12_22_57_4951.jpg,PS81,-56.410704,-62.563314,1.4427966710792617,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0006__PS81_116-3_2013-01-26T14_08_51_5165.jpg,PS81,-56.444215,-62.56295400000001,3.591044036569122,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
PS81_116_0014__PS81_116-3_2013-01-26T15_27_32_5335.jpg,PS81,-56.468924,-62.562963,1.9003655874279972,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0017__PS81_116-3_2013-01-26T14_15_54_5179.jpg,PS81,-56.446630999879,-62.563054,1.9144227858616836,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0018__PS81_116-3_2013-01-26T12_54_11_5016.jpg,PS81,-56.422921,-62.562427,2.4223663736324217,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0020__PS81_116-3_2013-01-26T15_25_42_5331.jpg,PS81,-56.468319,-62.56299300000001,3.9244421248968684,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PS81_116_0021__PS81_116-3_2013-01-26T13_26_29_5080.jpg,PS81,-56.433034,-62.562151,3.089576958382543,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0023__PS81_116-3_2013-01-26T15_30_46_5345.jpg,PS81,-56.46987900000001,-62.5629,1.4991144316655842,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0035__PS81_116-3_2013-01-26T14_49_40_5249.jpg,PS81,-56.457094,-62.562884,1.7484347586814368,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_118_0008__PS81_118-3_2013-01-27T12_12_57_5858.jpg,PS81,-56.28905500000001,-62.41876600000001,2.579635277892221,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_118_0018__PS81_118-3_2013-01-27T11_55_23_5819.jpg,PS81,-56.288499,-62.421301,2.2444327704051013,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_118_0022__PS81_118-3_2013-01-27T10_56_01_5688.jpg,PS81,-56.286709,-62.429648,1.9926047887409426,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_160_0002__PS81_160-1_2013-02-08T16_40_59_6397.jpg,PS81,-54.11624200000001,-63.169999,2.8918599271396066,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
PS81_160_0003__PS81_160-1_2013-02-08T17_19_38_6477.jpg,PS81,-54.115248,-63.17091,2.7157377520499133,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_160_0007__PS81_160-1_2013-02-08T18_08_18_6582.jpg,PS81,-54.10996899999999,-63.174237,1.751708943508335,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS81_160_0016__PS81_160-1_2013-02-08T17_46_15_6533.jpg,PS81,-54.111953,-63.172872,3.575467101984176,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
PS81_160_0024__PS81_160-1_2013-02-08T20_12_28_6854.jpg,PS81,-54.097894,-63.182812,3.1600109632052393,13456535.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_161_0002__PS81_161-1_2013-02-10T02_05_16_7366.jpg,PS81,-56.669077,-64.002682,2.951538660881219,13456535.0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_161_0007__PS81_161-1_2013-02-10T02_10_46_7378.jpg,PS81,-56.667961,-64.002756,2.9952997337044187,13456535.0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
PS81_161_0013__PS81_161-1_2013-02-09T23_49_40_7069.jpg,PS81,-56.700480000000006,-64.00739499999999,3.271232389356816,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0005__PS81_164-2_2013-02-11T14_29_54_8209.jpg,PS81,-56.179203,-63.616496,2.2579750106083893,13456535.0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0008__PS81_164-2_2013-02-11T15_31_14_8344.jpg,PS81,-56.156684,-63.615446,3.002917337193986,13456535.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0009__PS81_164-2_2013-02-11T12_54_53_7992.jpg,PS81,-56.209242,-63.618208,3.4592186170063863,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0010__PS81_164-2_2013-02-11T14_55_34_8261.jpg,PS81,-56.17051800000001,-63.615625,2.8497700018823005,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0011__PS81_164-2_2013-02-11T14_40_00_8229.jpg,PS81,-56.175824,-63.61622900011599,3.638629592232189,13456535.0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0
PS81_164_0012__PS81_164-2_2013-02-11T13_36_09_8088.jpg,PS81,-56.197109,-63.61756999999999,2.856565104763335,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_164_0016__PS81_164-2_2013-02-11T14_22_19_8192.jpg,PS81,-56.182093,-63.616572,3.200903495705539,13456535.0,0,0,0,0,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0
PS81_164_0017__PS81_164-2_2013-02-11T12_26_41_7917.jpg,PS81,-56.21816,-63.618906,2.8701602409547387,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0018__PS81_164-2_2013-02-11T14_43_01_8235.jpg,PS81,-56.17493,-63.616134,3.1159121615555314,13456535.0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0019__PS81_164-2_2013-02-11T15_45_21_8376.jpg,PS81,-56.15187099999999,-63.614897000129005,2.973330381415632,13456535.0,0,0,0,0,8,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
PS81_185_0001__PS81_185-1_2013-02-19T10_22_26_8953.jpg,PS81,-55.605592,-63.853956,2.4400775348694106,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_185_0003__PS81_185-1_2013-02-19T08_56_39_8756.jpg,PS81,-55.613906999909,-63.865998,3.1814618884161425,13456535.0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
PS81_185_0010__PS81_185-1_2013-02-19T07_40_37_8584.jpg,PS81,-55.611521000086,-63.878151000075995,2.5018097624388744,13456535.0,0,0,0,0,2,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0
PS81_186_0010__PS81_186-1_2013-02-19T17_27_01_9139.jpg,PS81,-55.57153,-63.89419399999999,3.6086732364470624,13456535.0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
PS81_186_0015__PS81_186-1_2013-02-19T19_40_09_9462.jpg,PS81,-55.567402,-63.874394,3.499337131703682,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_186_0020__PS81_186-1_2013-02-19T18_13_29_9270.jpg,PS81,-55.56965600000001,-63.887379,3.684830307645932,13456535.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS81_189_0002__PS81_189-1_2013-02-20T17_59_35_0243.jpg,PS81,-55.587824,-63.88996,3.668833727506834,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,274,0,0,0,0,0,0
PS81_189_0003__PS81_189-1_2013-02-20T18_12_08_0285.jpg,PS81,-55.582418,-63.888041,4.591318755534511,13456535.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0
PS81_192_0003__PS81_192-1_2013-02-22T21_08_51_0651.jpg,PS81,-57.481652,-62.726739,4.055693855854919,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_192_0004__PS81_192-1_2013-02-22T20_11_45_0510.jpg,PS81,-57.498843000075,-62.729916999878995,1.7648509357723037,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_192_0006__PS81_192-1_2013-02-22T19_38_17_0430.jpg,PS81,-57.50672,-62.731838999883,2.19660235279935,13456535.0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_192_0009__PS81_192-1_2013-02-22T22_38_40_0885.jpg,PS81,-57.45596800000001,-62.723687,2.9695648371261876,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_192_0015__PS81_192-1_2013-02-22T21_53_36_0768.jpg,PS81,-57.468313,-62.725292,2.99289341123904,13456535.0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_192_0016__PS81_192-1_2013-02-22T20_56_07_0617.jpg,PS81,-57.48614300000001,-62.727425,3.50647022610725,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
PS81_192_0019__PS81_192-1_2013-02-22T21_16_51_0673.jpg,PS81,-57.479296,-62.726579,3.31057950742087,13456535.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_194_0005__PS81_194-1_2013-02-23T21_36_58_1361.jpg,PS81,-56.896274,-62.73682,3.0023886669455297,13456535.0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PS81_194_0006__PS81_194-1_2013-02-23T19_03_59_1024.jpg,PS81,-56.93399300000001,-62.746611,4.180056490894368,13456535.0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
