filename,survey,longitude,latitude,area,area_pix,antarctic_scallop-antarctic_scallop,barnacles-bathylasmatidae,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-antipatharia,octocorals_bottle_brush_simple-gorgonacea,brachiopods-brachiopoda,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,anemones_colonial-zoantharia,octocorals_branching_bushy-alcyonacea,stony_corals_solitary-scleractinia,octocorals_seafan_fern_simple-antipatharia,stony_corals_colonial-scleractinia,octocorals_seafan_flexible-alcyonacea
PS81_194_0010__PS81_194-1_2013-02-23T18_52_55_1001.jpg,PS81,-56.938239,-62.747034,4.182310495734223,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PS81_194_0017__PS81_194-1_2013-02-23T22_17_09_1457.jpg,PS81,-56.890598,-62.731281,3.127775387889685,13456535.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_194_0018__PS81_194-1_2013-02-23T18_46_20_0983.jpg,PS81,-56.940341,-62.74728,1.6371459578835883,13456535.0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
PS81_196_0001__PS81_196-2_2013-02-24T13_15_42_2022.jpg,PS81,-57.029854,-62.800909,1.5169533102588357,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_196_0003__PS81_196-2_2013-02-24T11_32_00_1777.jpg,PS81,-57.063112,-62.80171800000001,2.3560149444201923,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PS81_196_0005__PS81_196-2_2013-02-24T12_29_32_1911.jpg,PS81,-57.04467800000001,-62.80085699999999,4.194722387481286,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS81_196_0006__PS81_196-2_2013-02-24T09_58_44_1569.jpg,PS81,-57.090263,-62.802283,2.934249879563926,13456535.0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
PS81_196_0007__PS81_196-2_2013-02-24T11_59_42_1838.jpg,PS81,-57.05398100000001,-62.801539,3.9274524763781296,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
PS81_196_0008__PS81_196-2_2013-02-24T11_00_46_1702.jpg,PS81,-57.072065,-62.802477,1.913728916175846,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_196_0009__PS81_196-2_2013-02-24T12_58_29_1979.jpg,PS81,-57.035392,-62.800601,2.4683911756439185,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_196_0012__PS81_196-2_2013-02-24T10_44_07_1663.jpg,PS81,-57.076557,-62.80246700000001,2.8813013157166316,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_196_0014__PS81_196-2_2013-02-24T10_12_22_1598.jpg,PS81,-57.085639,-62.802342,3.133688134450324,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
PS81_196_0015__PS81_196-2_2013-02-24T12_14_49_1873.jpg,PS81,-57.04926500000001,-62.801267,3.1411258032489413,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_196_0016__PS81_196-2_2013-02-24T11_15_53_1739.jpg,PS81,-57.067685,-62.801937,1.104900519565627,13456535.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_196_0017__PS81_196-2_2013-02-24T13_12_42_2016.jpg,PS81,-57.030975,-62.800856,2.03249873531858,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_196_0018__PS81_196-2_2013-02-24T09_34_32_1509.jpg,PS81,-57.097113000096996,-62.802421,3.254987478619067,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_197_0001__PS81_197-3_2013-02-25T12_16_50_2531.jpg,PS81,-57.42201,-62.736538,1.7856944695818529,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PS81_197_0002__PS81_197-3_2013-02-25T08_32_13_2060.jpg,PS81,-57.467893,-62.756013,3.0256882346433147,13456535.0,0,0,0,0,5,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
PS81_197_0004__PS81_197-3_2013-02-25T09_32_00_2189.jpg,PS81,-57.455089,-62.750475,3.8879462140881618,13456535.0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PS81_197_0005__PS81_197-3_2013-02-25T11_30_02_2434.jpg,PS81,-57.43391999999999,-62.73799,3.4107468275935324,13456535.0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
PS81_197_0007__PS81_197-3_2013-02-25T10_59_21_2369.jpg,PS81,-57.438033,-62.741321,1.0544829803991642,13456535.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_197_0008__PS81_197-3_2013-02-25T10_01_15_2248.jpg,PS81,-57.449625,-62.747622,3.967567029134908,13456535.0,0,0,0,0,16,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0
PS81_197_0010__PS81_197-3_2013-02-25T08_43_51_2083.jpg,PS81,-57.464604,-62.755127,2.635862276784334,13456535.0,0,0,0,0,10,0,4,0,0,0,0,0,3,1,1,0,0,0,0,0,0
PS81_197_0011__PS81_197-3_2013-02-25T10_46_13_2342.jpg,PS81,-57.440636,-62.742831,3.7359133252017225,13456535.0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
PS81_197_0012__PS81_197-3_2013-02-25T09_47_36_2221.jpg,PS81,-57.452985,-62.748808,3.44096250794282,13456535.0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_197_0013__PS81_197-3_2013-02-25T11_48_06_2471.jpg,PS81,-57.431062,-62.736445,1.7494532282735338,13456535.0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PS81_197_0014__PS81_197-3_2013-02-25T09_19_54_2160.jpg,PS81,-57.458105,-62.75204100000001,3.145230481088943,13456535.0,0,0,0,0,5,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0
PS81_197_0015__PS81_197-3_2013-02-25T11_11_55_2395.jpg,PS81,-57.435399,-62.73976,2.2538373091892407,13456535.0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0
PS81_197_0016__PS81_197-3_2013-02-25T10_16_53_2279.jpg,PS81,-57.446464,-62.746008,3.6344721138041503,13456535.0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
PS81_197_0019__PS81_197-3_2013-02-25T09_39_32_2204.jpg,PS81,-57.45423100000001,-62.74952,4.150160501106827,13456535.0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
PS81_198_0002__PS81_198-2_2013-02-26T07_52_42_2569.jpg,PS81,-58.116217000000006,-63.038496,3.9155453127012385,13456535.0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
PS81_198_0005__PS81_198-2_2013-02-26T10_53_29_2934.jpg,PS81,-58.065136,-63.0304,4.190570962636119,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_198_0013__PS81_198-2_2013-02-26T11_08_19_2964.jpg,PS81,-58.060991,-63.029784,3.1456448353902497,13456535.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_198_0015__PS81_198-2_2013-02-26T10_37_25_2902.jpg,PS81,-58.069863,-63.03090600000001,3.0250120705007366,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_199_0002__PS81_199-1_2013-02-26T16_09_07_3057.jpg,PS81,-58.264966999871994,-62.958094,1.6592270916754386,13456535.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_199_0004__PS81_199-1_2013-02-26T17_04_40_3194.jpg,PS81,-58.247021,-62.954128,3.1174340450134075,13456535.0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_199_0005__PS81_199-1_2013-02-26T18_47_23_3411.jpg,PS81,-58.21128,-62.948896,1.6510886536113578,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
PS81_199_0006__PS81_199-1_2013-02-26T16_39_16_3137.jpg,PS81,-58.255825,-62.95607800000001,4.195126748907661,13456535.0,0,0,0,0,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
PS81_199_0008__PS81_199-1_2013-02-26T17_24_08_3237.jpg,PS81,-58.237672,-62.952429,3.0749767470435865,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_199_0009__PS81_199-1_2013-02-26T19_18_51_3481.jpg,PS81,-58.20344300000001,-62.946224,2.64815614368419,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0
PS81_199_0011__PS81_199-1_2013-02-26T18_02_36_3318.jpg,PS81,-58.22438,-62.949412,2.6095013462776184,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_199_0012__PS81_199-1_2013-02-26T17_14_58_3216.jpg,PS81,-58.242426,-62.953152,2.703237267316016,13456535.0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_199_0013__PS81_199-1_2013-02-26T19_03_51_3448.jpg,PS81,-58.206993,-62.94768000000001,2.9614317835654633,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
PS81_199_0015__PS81_199-1_2013-02-26T18_29_49_3374.jpg,PS81,-58.215501,-62.949876,2.394776917530366,13456535.0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_199_0016__PS81_199-1_2013-02-26T17_34_47_3259.jpg,PS81,-58.233254,-62.951264,1.743834966939054,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_199_0017__PS81_199-1_2013-02-26T19_31_20_3506.jpg,PS81,-58.198897,-62.945327,3.1219684849022746,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
PS81_199_0019__PS81_199-1_2013-02-26T17_50_55_3293.jpg,PS81,-58.226832,-62.949822,3.4562687830029426,13456535.0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS81_199_0020__PS81_199-1_2013-02-26T17_10_30_3205.jpg,PS81,-58.244639,-62.953548,3.148001678019934,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PS81_200_0001__PS81_200-1_2013-02-27T11_09_42_3730.jpg,PS81,-58.09405600000001,-63.000482,1.6195289729525792,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS81_200_0005__PS81_200-1_2013-02-27T10_49_40_3691.jpg,PS81,-58.100123,-63.000808,3.0559350202786617,13456535.0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PS81_215_0003__PS81_215-2_2013-03-01T22_54_32_4533.jpg,PS81,-58.209391,-62.89019,4.215376764157526,13456535.0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PS81_215_0007__PS81_215-2_2013-03-01T23_23_37_4591.jpg,PS81,-58.200289,-62.890191,2.0262188020310528,13456535.0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PS81_215_0011__PS81_215-2_2013-03-01T23_05_00_4552.jpg,PS81,-58.2048,-62.88999,3.4495313891023285,13456535.0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PS81_215_0012__PS81_215-2_2013-03-01T22_04_28_4427.jpg,PS81,-58.222979,-62.890765,2.3395801941171412,13456535.0,0,0,0,0,12,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
PS81_215_0013__PS81_215-2_2013-03-02T00_08_54_4675.jpg,PS81,-58.186946,-62.891465,4.804221846624379,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_215_0016__PS81_215-2_2013-03-01T22_35_02_4489.jpg,PS81,-58.213832,-62.890273,2.5702323539372447,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
PS81_215_0017__PS81_215-2_2013-03-02T00_34_39_4723.jpg,PS81,-58.17795400000001,-62.891429,3.7635063923658647,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_215_0019__PS81_215-2_2013-03-01T22_59_56_4542.jpg,PS81,-58.207103,-62.890046,4.216179724034854,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_222_0002__PS81_222-2b_2013-03-03T17_36_27_5615.jpg,PS81,-58.624436,-63.007996,1.8848421078297986,13456535.0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PS81_222_0004__PS81_222-2a_2013-03-03T15_16_40_5358.jpg,PS81,-58.623463,-63.04855600000001,2.486597942175668,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_222_0006__PS81_222-2b_2013-03-03T18_10_04_5697.jpg,PS81,-58.615126,-63.008723,2.513693728329192,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS81_218_0015__PS81_218-3_2013-03-02T19_38_31_5105.jpg,PS81,-58.39109300000001,-62.945067,4.132190823099009,13456535.0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
PS81_185_0016__PS81_185-1_2013-02-19T08_46_36_8734.jpg,PS81,-55.612503,-63.867657,3.6895356486687447,13456535.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_189_0006__PS81_189-1_2013-02-20T18_03_36_0256.jpg,PS81,-55.58633199999999,-63.88935,3.624520945068367,13456535.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,43,0,0,0,0,0,0
PS81_244_0020__PS81_244-1_2013-03-10T09_48_02_7764.jpg,PS81,-60.622785,-62.116867000000006,3.757023703972588,13456535.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PS81_116_0001__PS81_116-3_2013-01-26T14_37_05_5221.jpg,PS81,-56.45359499999999,-62.562955,1.6947761121576446,13456535.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PS81_199_0003__PS81_199-1_2013-02-26T17_45_25_3281.jpg,PS81,-58.22894399999999,-62.95030300000001,3.0031119420791,13456535.0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
PS81_215_0015__PS81_215-2_2013-03-01T23_39_03_4618.jpg,PS81,-58.195696,-62.890536,1.7129614796170622,13456535.0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
PS81_222_0010__PS81_222-2a_2013-03-03T14_57_12_5299.jpg,PS81,-58.629826999915,-63.04945,2.587077247326631,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
PS81_222_0011__PS81_222-2a_2013-03-03T15_52_09_5451.jpg,PS81,-58.612611000110995,-63.047609,2.205503853857793,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_231_0002__PS81_231-2_2013-03-05T22_34_44_6386.jpg,PS81,-60.48924399999999,-62.876902,2.9891687405318033,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS81_231_0003__PS81_231-2_2013-03-05T23_28_29_6512.jpg,PS81,-60.472233,-62.877745,2.5571353806447044,13456535.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
PS81_231_0006__PS81_231-2_2013-03-05T22_48_17_6420.jpg,PS81,-60.484885,-62.877104,0.9843900281182842,13456535.0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
PS81_231_0007__PS81_231-2_2013-03-05T23_43_33_6550.jpg,PS81,-60.468068,-62.878028,2.4421026993958654,13456535.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
PS81_231_0010__PS81_231-2_2013-03-05T22_40_36_6403.jpg,PS81,-60.487076,-62.87703199999999,3.870957595904385,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS81_246_0002__PS81_246-1_2013-03-11T07_32_30_8115.jpg,PS81,-60.061758,-62.010129000000006,3.033800797528241,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS81_246_0006__PS81_246-1_2013-03-11T08_02_35_8189.jpg,PS81,-60.062997000115004,-62.006197,2.9245719059595268,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_161_0014__PS81_161-1_2013-02-09T23_31_02_7022.jpg,PS81,-56.707398,-64.008188,2.933380105225195,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_116_0011__PS81_116-3_2013-01-26T14_42_38_5234.jpg,PS81,-56.455144,-62.562952,2.2514221688977765,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_160_0011__PS81_160-1_2013-02-08T19_01_10_6698.jpg,PS81,-54.105364,-63.17733000000001,1.996772485090471,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PS81_160_0017__PS81_160-1_2013-02-08T18_52_06_6679.jpg,PS81,-54.105867,-63.17684899992401,2.8723313679238185,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
PS81_160_0022__PS81_160-1_2013-02-08T17_04_06_6446.jpg,PS81,-54.117272,-63.16990300000001,2.537978604221372,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PS81_161_0001__PS81_161-1_2013-02-09T23_14_59_6985.jpg,PS81,-56.713193,-64.008003,2.2808269916426833,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS81_161_0006__PS81_161-1_2013-02-09T22_42_43_6904.jpg,PS81,-56.724175,-64.00795699999999,3.2719484033084076,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0
PS81_161_0011__PS81_161-1_2013-02-10T00_28_23_7156.jpg,PS81,-56.689228,-64.005392,3.341765006316399,13456535.0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
PS81_164_0003__PS81_164-2_2013-02-11T14_46_16_8242.jpg,PS81,-56.173937,-63.615988999898995,2.040801406403746,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0013__PS81_164-2_2013-02-11T14_06_15_8153.jpg,PS81,-56.187588,-63.61662,1.8190715194755513,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0015__PS81_164-2_2013-02-11T13_25_34_8065.jpg,PS81,-56.198809,-63.617451,2.278348491783743,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0022__PS81_164-2_2013-02-11T12_42_20_7955.jpg,PS81,-56.213341,-63.618419,2.2666090195056077,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_164_0023__PS81_164-2_2013-02-11T15_52_52_8391.jpg,PS81,-56.149136,-63.614791,1.4989013627502081,13456535.0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
PS81_185_0008__PS81_185-1_2013-02-19T08_35_01_8709.jpg,PS81,-55.610576,-63.86930400000001,3.0295711234578606,13456535.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
PS81_189_0001__PS81_189-1_2013-02-20T18_27_10_0320.jpg,PS81,-55.578326,-63.885933,2.6065257226419587,13456535.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0
PS81_189_0004__PS81_189-1_2013-02-20T18_06_54_0266.jpg,PS81,-55.584838,-63.888926,3.9614790624989933,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_189_0007__PS81_189-1_2013-02-20T18_14_08_0291.jpg,PS81,-55.581512,-63.887609,3.8055024894078104,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,0,0
PS81_192_0012__PS81_192-1_2013-02-22T20_24_20_0539.jpg,PS81,-57.49486,-62.728787,1.5804991716240435,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
PS81_194_0003__PS81_194-1_2013-02-23T20_34_31_1215.jpg,PS81,-56.909094,-62.742584,2.3426185112058886,13456535.0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
PS81_194_0008__PS81_194-1_2013-02-23T20_04_50_1153.jpg,PS81,-56.916501,-62.74451800000001,1.7935919809071916,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
PS81_194_0015__PS81_194-1_2013-02-23T21_22_49_1324.jpg,PS81,-56.89895,-62.738462,2.791955650103035,13456535.0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
PS81_198_0006__PS81_198-2_2013-02-26T08_23_34_2634.jpg,PS81,-58.107548999933,-63.03647700000001,3.8228504592263297,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_198_0010__PS81_198-2_2013-02-26T08_06_37_2597.jpg,PS81,-58.11171,-63.037541,2.1931498470388124,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_199_0007__PS81_199-1_2013-02-26T18_19_20_3351.jpg,PS81,-58.22008100000001,-62.950399,2.4162871716160783,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_199_0010__PS81_199-1_2013-02-26T16_26_33_3107.jpg,PS81,-58.260314,-62.957076,2.6157657537874384,13456535.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS81_237_0005__PS81_237-2_2013-03-08T10_37_07_7462.jpg,PS81,-61.163522999917,-62.276118,1.4744841975896823,13456535.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PS81_244_0019__PS81_244-1_2013-03-10T10_47_25_7894.jpg,PS81,-60.637987,-62.12216,3.1598444981327876,13456535.0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
PS81_249_0004__PS81_249-1_2013-03-12T07_25_35_8814.jpg,PS81,-60.115004000000006,-61.944458,4.3467423371584095,13456535.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PS81_249_0019__PS81_249-1_2013-03-12T08_41_50_8980.jpg,PS81,-60.100977,-61.938127,1.3343993643914172,13456535.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PS81_234_0011__PS81_234-3_2013-03-07T13_37_01_6933.jpg,PS81,-61.18993199999999,-62.29029,3.266550363000931,13456535.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PS81_234_0012__PS81_234-3_2013-03-07T12_57_11_6837.jpg,PS81,-61.20757800000001,-62.289492,3.1217320269870528,13456535.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PS81_237_0003__PS81_237-2_2013-03-08T09_33_26_7320.jpg,PS81,-61.17550600000001,-62.270171,4.048821825417715,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_237_0008__PS81_237-2_2013-03-08T09_06_12_7264.jpg,PS81,-61.18369200000001,-62.268723,2.364067945271969,13456535.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
PS81_237_0012__PS81_237-2_2013-03-08T08_52_37_7236.jpg,PS81,-61.18774499999999,-62.267698,2.1590550481858473,13456535.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
PS81_237_0016__PS81_237-2_2013-03-08T09_18_38_7291.jpg,PS81,-61.17975799999999,-62.269498,2.630893401451292,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_244_0008__PS81_244-1_2013-03-10T10_08_52_7812.jpg,PS81,-60.62855500000001,-62.118896,1.4543143006272141,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_249_0016__PS81_249-1_2013-03-12T08_18_15_8928.jpg,PS81,-60.10599499999999,-61.940002,4.463592022626991,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_249_0020__PS81_249-1_2013-03-12T07_37_35_8841.jpg,PS81,-60.113088,-61.943466,3.650970294334662,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_237_0001__PS81_237-2_2013-03-08T11_14_17_7543.jpg,PS81,-61.152661,-62.279674,2.607299080039431,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_251_0007__PS81_251-1_2013-03-12T21_44_05_9489.jpg,PS81,-60.594899,-62.114581000098,1.4724584655097677,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_251_0008__PS81_251-1_2013-03-12T20_42_47_9376.jpg,PS81,-60.605667,-62.120348,3.60620956335093,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_251_0018__PS81_251-1_2013-03-12T19_26_28_9233.jpg,PS81,-60.62591,-62.127935,4.157793767101992,13456535.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
PS81_218_0009__PS81_218-3_2013-03-02T20_17_33_5194.jpg,PS81,-58.37801999999999,-62.943324,3.395470678599778,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
PS81_251_0020__PS81_251-1_2013-03-12T20_19_37_9341.jpg,PS81,-60.61223,-62.12166800000001,2.757161510417196,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS81_251_0019__PS81_251-1_2013-03-12T21_17_25_9441.jpg,PS81,-60.599026,-62.116716,3.9422611682166715,13456535.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
