filename,area,area_pix,antarctic_scallop-antarctic_scallop,barnacles-bathylasmatidae,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-antipatharia,octocorals_bottle_brush_simple-gorgonacea,brachiopods-brachiopoda,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,anemones_colonial-zoantharia,octocorals_branching_bushy-alcyonacea,stony_corals_solitary-scleractinia,octocorals_seafan_fern_simple-antipatharia,stony_corals_colonial-scleractinia,octocorals_seafan_flexible-alcyonacea
PS96_010_0023__PS96_010-3_2016-01-01_4246.jpg,2.507699680847211,14155776.0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS96_057_0006__PS96_057-3_2016-01-21_1024.jpg,4.8141096422691305,14155776.0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0012__PS96_057-3_2016-01-21_0972.jpg,3.7831995376198058,14155776.0,0,0,0,1,11,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
PS96_061_0006__PS96_061-1_2016-01-21_1094.jpg,2.547802592476868,14155776.0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_061_0007__PS96_061-1_2016-01-21_1113.jpg,2.780342068721307,14155776.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_061_0008__PS96_061-1_2016-01-21_1254.jpg,2.7528320557555235,14155776.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_061_0012__PS96_061-1_2016-01-21_1101.jpg,2.249628094596367,14155776.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_061_0019__PS96_061-1_2016-01-21_1271.jpg,3.914684773661293,14155776.0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_090_0011__PS96_090-4_2016-01-29_1607.jpg,,14155776.0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PS96_090_0016__PS96_090-4_2016-01-29_1628.jpg,3.1603597710225264,14155776.0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0018__PS96_090-4_2016-01-29_1737.jpg,2.6739618618352563,14155776.0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_106_0006__PS96_106-2_2016-01-31_0015.jpg,,14155776.0,0,0,0,1,3,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0
PS96_106_0009__PS96_106-2_2016-01-31_0093.jpg,,14155776.0,0,0,0,1,7,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
PS96_106_0012__PS96_106-2_2016-01-31_0028.jpg,,14155776.0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_010_0006__PS96_010-3_2016-01-01_4274.jpg,2.6835862453681423,14155776.0,0,0,0,1,10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
PS96_090_0019__PS96_090-4_2016-01-29_1577.jpg,,14155776.0,0,0,0,1,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
PS96_106_0001__PS96_106-2_2016-01-31_0127.jpg,,14155776.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_001_0007__PS96_001-4_2015-12-23_3426.jpg,4.117292961303673,14155776.0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_001_0017__PS96_001-4_2015-12-23_3411.jpg,3.3103633708430706,14155776.0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0002__PS96_007-1_2015-12-29_3725.jpg,1.71330845785912,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS96_007_0003__PS96_007-1_2015-12-29_3697.jpg,1.8615606185317684,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0005__PS96_007-1_2015-12-29_3638.jpg,1.892119218246309,14155776.0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0006__PS96_007-1_2015-12-29_3765.jpg,2.2427568032859027,14155776.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0008__PS96_007-1_2015-12-29_3705.jpg,2.3176438094665412,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_007_0010__PS96_007-1_2015-12-29_3806.jpg,2.2850145637601202,14155776.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0013__PS96_007-1_2015-12-29_3649.jpg,2.3562421079054983,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0015__PS96_007-1_2015-12-29_3664.jpg,2.1548875707998287,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0017__PS96_007-1_2015-12-29_3830.jpg,2.6477199470805317,14155776.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0018__PS96_007-1_2015-12-29_3701.jpg,1.7204358422260393,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0019__PS96_007-1_2015-12-29_3758.jpg,2.0458907192275015,14155776.0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0021__PS96_007-1_2015-12-29_3793.jpg,2.436735037763749,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0022__PS96_007-1_2015-12-29_3745.jpg,2.1131450913704084,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0025__PS96_007-1_2015-12-29_3840.jpg,1.750874087194295,14155776.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0026__PS96_007-1_2015-12-29_3843.jpg,2.084166418034557,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_008_0007__PS96_008-2_2015-12-30_4104.jpg,2.547204215072041,14155776.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_008_0011__PS96_008-2_2015-12-30_3929.jpg,2.456526683955127,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_008_0015__PS96_008-2_2015-12-30_3886.jpg,2.877874856872669,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_008_0017__PS96_008-2_2015-12-30_4105.jpg,2.487125964944491,14155776.0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
PS96_010_0009__PS96_010-3_2016-01-01_4338.jpg,2.7687030233476206,14155776.0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0011__PS96_010-3_2016-01-01_4297.jpg,1.3832720729635186,14155776.0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PS96_010_0024__PS96_010-3_2016-01-01_4345.jpg,2.5030718797406277,14155776.0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PS96_090_0015__PS96_090-4_2016-01-29_1544.jpg,,14155776.0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
PS96_057_0007__PS96_057-3_2016-01-21_1042.jpg,4.658614842719368,14155776.0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_026_0006__PS96_026-3_2016-01-08_4615.jpg,2.6723943583403784,14155776.0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0013__PS96_010-3_2016-01-01_4221.jpg,2.2405322140837094,14155776.0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0016__PS96_010-3_2016-01-01_4128.jpg,1.575817812359099,14155776.0,0,0,0,0,4,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0
PS96_010_0019__PS96_010-3_2016-01-01_4340.jpg,3.557094549455006,14155776.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0020__PS96_010-3_2016-01-01_4300.jpg,2.300128286898384,14155776.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0021__PS96_010-3_2016-01-01_4192.jpg,2.616064068951834,14155776.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_026_0003__PS96_026-3_2016-01-08_4593.jpg,3.2575681321398786,14155776.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_026_0012__PS96_026-3_2016-01-08_4623.jpg,2.977057657749359,14155776.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_026_0020__PS96_026-3_2016-01-08_4647.jpg,2.3632999882339725,14155776.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0011__PS96_057-3_2016-01-21_1000.jpg,3.789485665534116,14155776.0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PS96_057_0008__PS96_057-3_2016-01-21_0993.jpg,4.450301254291608,14155776.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_106_0007__PS96_106-2_2016-01-31_0114.jpg,,14155776.0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0
PS96_090_0007__PS96_090-4_2016-01-29_1521.jpg,,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0001__PS96_057-3_2016-01-21_0978.jpg,3.8923988306604964,14155776.0,0,0,0,0,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0003__PS96_090-4_2016-01-29_1789.jpg,3.0325816765162945,14155776.0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PS96_090_0001__PS96_090-4_2016-01-29_1786.jpg,2.3380587074458927,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_106_0003__PS96_106-2_2016-01-31_0100.jpg,34.38485643852522,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0020__PS96_007-1_2015-12-29_3780.jpg,2.543170988191763,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_106_0002__PS96_106-2_2016-01-31_0122.jpg,,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_090_0022__PS96_090-4_2016-01-29_1597.jpg,,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
PS96_106_0010__PS96_106-2_2016-01-31_0038.jpg,,14155776.0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PS96_106_0011__PS96_106-2_2016-01-31_0076.jpg,,14155776.0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0012__PS96_090-4_2016-01-29_1685.jpg,3.1904695465667103,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_027_0011__PS96_027-2_2016-01-14_0001.jpg,2.8218762559272386,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_048_0013__PS96_048-2_2016-01-18_0770.jpg,2.1651210478009646,14155776.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PS96_057_0009__PS96_057-3_2016-01-21_1049.jpg,4.1216505459586665,14155776.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0010__PS96_057-3_2016-01-21_1012.jpg,3.5224111230923754,14155776.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_090_0006__PS96_090-4_2016-01-29_1565.jpg,,14155776.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_090_0021__PS96_090-4_2016-01-29_1618.jpg,3.4113235656104535,14155776.0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PS96_106_0008__PS96_106-2_2016-01-31_0056.jpg,,14155776.0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
PS96_072_0001__PS96_072-4_2016-01-23_1407.jpg,2.49242087645462,14155776.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_026_0002__PS96_026-3_2016-01-08_4565.jpg,3.0920812938143194,14155776.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PS96_026_0021__PS96_026-3_2016-01-08_4614.jpg,2.646740379302345,14155776.0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0013__PS96_057-3_2016-01-21_1045.jpg,3.708579579709515,14155776.0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_001_0019__PS96_001-4_2015-12-23_3484.jpg,3.104610960189648,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0001__PS96_010-3_2016-01-01_4364.jpg,1.8146583707575672,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_010_0003__PS96_010-3_2016-01-01_4159.jpg,3.411005948177573,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PS96_027_0006__PS96_027-2_2016-01-14_4720.jpg,3.3895030178323355,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_027_0008__PS96_027-2_2016-01-14_4727.jpg,2.5527665491052347,14155776.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
PS96_027_0010__PS96_027-2_2016-01-14_4700.jpg,1.9636499586305702,14155776.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
PS96_048_0012__PS96_048-2_2016-01-18_0851.jpg,1.903917227749426,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0015__PS96_057-3_2016-01-21_1075.jpg,5.027673751523937,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_057_0016__PS96_057-3_2016-01-21_1077.jpg,3.9045396500714187,14155776.0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0
PS96_048_0002__PS96_048-2_2016-01-18_0741.jpg,2.114209238929607,14155776.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PS96_007_0011__PS96_007-1_2015-12-29_3689.jpg,1.3755470140296435,14155776.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PS96_027_0007__PS96_027-2_2016-01-14_4729.jpg,2.0792037312151064,14155776.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PS96_090_0027__PS96_090-4_2016-01-29_1735.jpg,3.6873778707175098,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0
PS96_001_0015__PS96_001-4_2015-12-23_3432.jpg,2.9928778929928823,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0023__PS96_007-1_2015-12-29_3832.jpg,2.8939200973902954,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_008_0009__PS96_008-2_2015-12-30_3966.jpg,2.611943227878666,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
PS96_048_0018__PS96_048-2_2016-01-18_0691.jpg,2.05630599718771,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
PS96_090_0002__PS96_090-4_2016-01-29_1706.jpg,3.9448527192266365,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
PS96_001_0031__PS96_001-4_2015-12-23_3466.jpg,1.7274362929178073,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0010__PS96_090-4_2016-01-29_1749.jpg,3.051999919721215,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PS96_090_0017__PS96_090-4_2016-01-29_1712.jpg,2.777503788490354,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_008_0012__PS96_008-2_2015-12-30_4047.jpg,3.212339230760826,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_007_0012__PS96_007-1_2015-12-29_3750.jpg,1.7799606941954564,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_048_0009__PS96_048-2_2016-01-18_0828.jpg,2.300783564941821,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_090_0008__PS96_090-4_2016-01-29_1775.jpg,2.164904298669684,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PS96_048_0023__PS96_048-2_2016-01-18_0901.jpg,2.2644078644275956,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS96_048_0027__PS96_048-2_2016-01-18_0948.jpg,2.953439581610001,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
PS96_061_0009__PS96_061-1_2016-01-21_1191.jpg,2.467958579849714,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS96_026_0016__PS96_026-3_2016-01-08_4393.jpg,2.738243865790849,14155776.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PS81_222_0009__PS81_222-2b_2013-03-03T20_58_24_6087.jpg,2.7740925891146366,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_222_0012__PS81_222-2a_2013-03-03T15_22_56_5375.jpg,3.4650612540932277,13456535.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_222_0013__PS81_222-2b_2013-03-03T20_44_14_6054.jpg,3.6005916700533804,13456535.0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
PS81_222_0014__PS81_222-2a_2013-03-03T15_10_32_5339.jpg,2.299242053996214,13456535.0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0
PS81_222_0015__PS81_222-2a_2013-03-03T16_13_48_5504.jpg,2.4322934734850388,13456535.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_222_0018__PS81_222-2a_2013-03-03T14_54_15_5293.jpg,5.052875635912349,13456535.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_225_0004__PS81_225-6_2013-03-04T14_54_04_6211.jpg,1.5224268638540495,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PS81_225_0009__PS81_225-6_2013-03-04T15_50_49_6343.jpg,1.1875576539076191,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
PS81_116_0022__PS81_116-3_2013-01-26T14_52_11_5254.jpg,1.8759590717700032,13456535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
