cellID,bryozoans_hard_branching-bryozoans,bryozoans_hard_encrusting-bryozoans,bryozoans_hard_fenestrate-bryozoans,bryozoans_hard_massive-bryozoans,bryozoans_soft_dendroid-bryozoans,bryozoans_soft_foliaceous-bryozoans,hydrocorals_branching-stylasterids,urchin_regular_pencil-cidaroida,basket_snake_stars-euryalida,crinoid_stalked-crinoid_stalked,polychaete-serpulidae,brachiopods-brachiopoda,antarctic_scallop-antarctic_scallop,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_mushroom-alcyonacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,stony_corals_solitary-scleractinia,octocorals_whip-gorgonacea,anemones_colonial-zoantharia,ascidians_stalked_colonial-ascidiacea,ascidians_stalked_solitary-ascidiacea,ascidians_unstalked_colonial-ascidiacea,ascidians_unstalked_solitary-ascidiacea,octocorals_whip-alcyonacea,anemones_colonial-corallimorpharia,sponges_crust-porifera,sponges_cup-porifera,sponges_erect-porifera,sponges_massive-porifera,octocorals_branching-gorgonacea,octocorals_branching-alcyonacea,octocorals-pennatulacea,octocorals-antipatharia
30672866,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259259259258,0.0,0.22559074832436635,0.0,0.6700844600429221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03436601500316236,0.0,0.0,0.0,0.0,0.01743802401906225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30726147,0.6944444444444444,0.23148148148148145,0.0,0.0,0.23148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01583623526474125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032928619299376995,0.0,0.0,0.0,2.5462962962962963,0.23148148148148145,0.0,0.23148148148148145,0.0,0.0,0.0,0.0
30730689,0.7407407407407408,0.0,0.0,5.7407407407407405,0.0,0.0,0.0,1.1357443085374181,0.0,0.0,0.11047633301787922,0.0,0.0,0.0,0.0,0.0,0.030086100330168578,0.0,0.0,0.0,0.0,0.48329629742081054,0.0,0.049183794658432964,0.0,0.0,1.1849129798384554,0.0,1.1111111111111112,0.0,0.7407407407407408,0.0,0.0,0.0,0.0
30904474,1.8518518518518516,0.0,0.0,0.9259259259259258,0.0,0.0,0.9259259259259258,0.0,0.0,0.0,0.21788037338027152,0.0,0.0,0.9103620511071436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1829752421516749,0.40713340187719627,0.0,0.0,0.0,0.0,5.555555555555555,0.9259259259259258,0.9259259259259258,0.3664719231521667,0.0,0.0,0.0
30904475,4.320987654320987,0.15432098765432098,0.30864197530864196,0.15432098765432098,0.4629629629629629,1.0802469135802468,0.15432098765432098,0.0,0.0,0.0,0.07273441216240248,0.005580133328177246,0.0,0.1161572419285491,0.0,0.0,0.10346595898428292,0.06586973396009387,0.0,0.0,0.0,0.3757363259876615,0.0,0.25701636456030996,0.0,0.0,0.0,0.15432098765432098,4.320987654320987,0.30864197530864196,0.30864197530864196,0.8839851358977547,0.0,0.0,0.0
30930928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977076866170573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30930929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273885539086281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31019538,0.0,2.5462962962962963,0.0,0.0,0.0,0.0,0.9259259259259258,0.0,0.5711423791090189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03264136771499846,0.0,0.0,0.0,0.0,0.0,0.0,0.23148148148148145,0.36441303194950636,0.0,0.0,0.0
31370344,1.8518518518518516,0.0,0.0,0.30864197530864196,0.0,0.0,0.30864197530864196,0.0,0.0,0.0,0.11618118931449765,0.0,0.0,0.02506225070137913,0.0,0.053791942579414144,0.15274270600446413,0.0,0.0,0.31069717247679035,0.0,0.1450478487560474,0.0,0.18083896666408547,0.0,0.0,0.0,0.0,0.4629629629629629,0.30864197530864196,0.0,1.4660853611434828,0.0,0.04584344806157419,0.0
31432652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056089612069584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
