"n_annotation","area_pix","area","cellID","antarctic_scallop","bathylasmatidae","gorgonacea","antipatharia","brachiopoda","hydroidolina","alcyonacea","pennatulacea","actiniaria","zoantharia","scleractinia","bryozoans","stylasterids","porifera","survey","longitude","latitude","filename","proj_coord_x","proj_coord_y"
527,11375592,NA,3561933,0,0,2.79549281955058,0,0,0,0,0,0,0,0.269472163514019,4.93358633776091,0,1.13851992409867,12,10.680657125,-69.7418621666667,"PS18_174_0001__PS18_174-1_040.jpg",417008.256900637,2211045.05117004
527,23270876,NA,3571525,0,0,0.395377335094614,0,0,1.31976935799057,0,0,0.058842102292495,0,0,7.21062618595825,0.379506641366224,0.189753320683112,12,6.016967,-69.98645,"PS18_171_0004__PS18_171-1_003.jpg",233038.181757169,2210911.96332979
216,5817719,NA,3571894,0,0,2.69371771196592,0,0,0,0,0,0,0,0,2.77777777777778,0,1.38888888888889,12,10.6886796666667,-69.7436274444444,"PS18_174_0008__PS18_174-1_009.jpg",417281.886402991,2210796.13981845
614,34906314,NA,3750959,0,0,1.03328649418112,0,0,0.878569429346314,0,0,0.103465958984283,0,0,6.84039087947883,0.325732899022801,6.51465798045603,12,8.00874094666667,-69.9849820533333,"PS18_179_0004__PS18_179-1_014.jpg",309762.339013589,2201636.41582942
107,5817719,NA,3750960,0,0,0,0,0,0.395218403760557,0,0,0,0,0,2.80373831775701,0,0.934579439252336,12,8.02140964,-69.98418536,"PS18_179_0007__PS18_179-1_070.jpg",310261.350176949,2201654.5425056
426,5817719,NA,4078772,0,0,0,0,0,0.150373504208275,0,0,0.13521713632331,0,0,4.46009389671362,0.469483568075117,0.704225352112676,12,-3.23055885714286,-70.3012885714286,"PS18_165_0001__PS18_165-1_039.jpg",-123334.197287949,2185082.89028188
322,17453157,NA,4078773,0,0,0.248133872490239,2.56762944192571,0,0,0,0,0.260413033234493,0,0,0.31055900621118,0,0.31055900621118,12,-3.22402542857143,-70.3016042857143,"PS18_165_0004__PS18_165-1_013.jpg",-123083.08008055,2185062.29087274
324,5018400,NA,4194245,0,0,0,0,0,0,0,0,0,0,0.0763366449063522,0,1.54320987654321,0,3,-44.5728684210526,-62.3216963157895,"JR15005_042_0002__Event_42_P09A20160306182107.png",-2147036.14488197,2179288.85664947
216,11635438,NA,4299042,0,0,0.341539176256343,0,0,0,0,0,0,0,0.0601521470646269,0,0,0,12,11.7350272432432,-70.011351,"PS18_175_0002__PS18_175-2_023.jpg",451602.878158257,2174013.92662931
108,5817719,NA,4309003,0,0,0,0,0,0,0,0,0.229346741413411,0,0,0,0,0,12,11.7388857432432,-70.0111845,"PS18_175_0003__PS18_175-2_060.jpg",451753.004708799,2174001.41985791
529,23157747,NA,4387243,0,0,2.21605476575035,0.260340201236794,0,0,0.217327722081973,0,0,0,0,2.64650283553875,0.189035916824197,1.32325141776938,12,-7.039617,-70.320217,"PS18_222_0004__PS18_222-1_003.jpg",-267965.404318088,2169997.70586264
196,5817719,NA,4387244,0,0,4.30868431353067,0,0,0,0,0,0,0,0,11.734693877551,0,1.02040816326531,12,-7.02418996774194,-70.324767,"PS18_160_0001__PS18_160-2_035.jpg",-267319.953328865,2169573.36979235
410,17453157,NA,4387245,0,0,0.766738788312611,0,0,0,0,0,0.22277985482337,0,0.0163842474191066,17.3170731707317,0,0,12,-7.01625675806452,-70.323417,"PS18_160_0008__PS18_160-2_008.jpg",-267037.677476223,2169757.6509995
191,5817719,NA,4397204,0,0,1.10286244881899,0,0,0,0,0,0.420653956660523,0,0,15.7068062827225,0,0.523560209424084,12,-7.02859730645161,-70.325517,"PS18_160_0003__PS18_160-2_050.jpg",-267476.753391768,2169470.97540275
531,20073600,NA,4453168,0,0,0.404808259622036,0,0,0,0,0,0,0,0,2.07156308851224,1.12994350282486,0.188323917137476,3,-44.9868206896552,-62.2875289655172,"JR15005_036_0004__Event_36_P04A20160306082117.png",-2165338.78109948,2166335.16297461
523,11635438,NA,4467002,0,0,4.54905119051236,0,0,0.165619890792209,0,0,0,0,0,6.50095602294455,0,0.764818355640535,12,-6.02,-70.4,"PS18_220_0003__PS18_220-1_029.jpg",-228388.605991072,2165700.11894761
108,5018400,NA,4831385,0,0,0.0262057055489293,0,0,0,0,0,0,0,0,0,0,0,3,-46.9308714285714,-61.5374614285714,"JR15005_008_0001__Event_08_P20A20160302125408.png",-2296823.41689329,2147009.25345528
431,5018400,NA,5060445,0,0,0,0,0,0,0,0,0,0,0.135243635611468,0,0,0,3,-47.2076137931034,-61.5416789655172,"JR15005_020_0002__Event_20_P13A20160303100227.png",-2306832.46601962,2135580.94932064
108,14155776,4.3395404335567,5518374,0,0,0.0500097466435795,0,0,0,0,0,0,0,0,0,0,0,10,-48.90533917,-60.8873075,"PS118_77_0006__TIMER_2019_04_01_at_20_46_50_IMG_0263.jpg",-2422318.96129746,2112726.03975724
535,14155776,72.4700536817772,5518375,0,0,0,0,0,0,0,0,0.110085867145805,0,0,0,0,0,10,-48.89842533,-60.88863183,"PS118_77_0003__TIMER_2019_04_01_at_20_23_13_IMG_0165.jpg",-2421956.37180949,2112924.42635239
756,70778880,24.0691141628382,6090120,0.0446452342895291,0,1.96103346956336,1.1681592112489,0,0.23055999446008,0.0579459223059974,0,0.0206954053011578,0,0,2.51322751322751,0,0,15,-11.11048,-70.88705,"PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg",-409325.341972137,2084330.60668376
108,14155776,3.3103633708431,6090121,0,0,0.166373165640915,0,0,0.38502444884998,0,0,0,0,0,0,0,0,15,-11.10934,-70.88674,"PS96_001_0017__PS96_001-4_2015-12-23_3411.jpg",-409290.442427046,2084372.21913634
648,70778880,17.6612275959048,6100079,0,0,1.52044746371156,0.21041702832469,0,0.057488008179385,0.0267213066101664,0,0.0045337725415138,0,0,11.2654320987654,0,1.08024691358025,15,-11.12588,-70.89018,"PS96_001_0016__PS96_001-4_2015-12-23_3476.jpg",-409819.101823897,2083882.60579834
108,14155776,1.7274362929178,6100080,0,0,0,0,0,0,0,0,0.0880840530543708,0,0,0,0,0,15,-11.12298,-70.88952,"PS96_001_0031__PS96_001-4_2015-12-23_3466.jpg",-409727.635440086,2083974.59870803
216,14155776,3.9245948539437,6110038,0,0,3.75678253472226,0.313377913868858,0,0,0,0,0,0,0,15.2777777777778,0.462962962962963,0,15,-11.14259,-70.89537,"PS96_001_0006__PS96_001-4_2015-12-23_3583.jpg",-410316.484015883,2083202.72495835
216,28311552,5.5340070592572,6110039,0,0,1.11236539177206,0,0,0.625605359310692,0,0,0.0896481597424375,0,0,34.2592592592593,0.462962962962963,0,15,-11.13647,-70.89334,"PS96_001_0008__PS96_001-4_2015-12-23_3535.jpg",-410137.106086713,2083465.68833493
335,5817719,NA,6637891,0,0,0,0,0,0.474309356479721,0,0,0,0,0,7.76119402985075,0,18.8059701492537,11,-11.6569028507463,-71.1067294626866,"PS14_307_0001__PS14_307_0253.jpg",-424299.975630909,2056656.37390066
96,5656560,NA,6647850,0,0,0,0,0,1.28688846999404,0,0,0,0,0.143213140246456,7.29166666666667,0,5.20833333333333,11,-11.6595923432836,-71.1080858358209,"PS14_307_0007__PS14_307_0234.jpg",-424366.345319351,2056490.24862102
299,5817719,NA,6697665,0,0,0,0,0,0.267938934871018,0,0,0,0,0,0.334448160535117,0,0.334448160535117,11,-11.4800112608696,-71.1470221304348,"PS14_304_0007__PS14_304_0373.jpg",-417065.710117535,2053610.38224001
505,23270876,NA,6697666,0,0,0,0,0,4.23233980863691,0,0,0,0,0,0.792079207920792,0,0.792079207920792,11,-11.4717156086957,-71.1464743043478,"PS14_304_0005__PS14_304_0400.jpg",-416780.363342636,2053729.84070122
102,5817719,NA,6727546,0,0,0,0,0,1.54888374504982,0,0,0,0,0,0.980392156862745,0,0,11,-11.4675459473684,-71.1606063421053,"PS14_305_0003__PS14_305_0089.jpg",-416321.644635928,2052235.69108712
273,5817719,NA,6727547,0,0,0,0,0,0,0,0,0.067175058195571,0,0,0.366300366300366,0,1.0989010989011,11,-11.4665985789474,-71.1607992368421,"PS14_305_0001__PS14_305_0099.jpg",-416283.490561369,2052221.76599038
524,5817719,NA,6827041,0,0,0,0,0,0,0,0,0,0,0.280015939645588,7.44274809160305,0,0.954198473282443,11,-12.8977,-71.1037,"PS14_293_0005__PS14_293_0458.jpg",-468810.370537051,2047311.22342401
531,5817719,NA,6876826,0,0,2.36828215464968,0,0,0,0,0,0,0,0,0.376647834274953,0,0.188323917137476,11,-13.1234412857143,-71.1115055714286,"PS14_294_0005__PS14_294_0331.jpg",-476677.911524376,2044611.59018781
485,5817719,NA,7085975,0,0,4.50081020753459,0,0,0,0,0,0,0,0,24.7422680412371,0.412371134020619,1.64948453608247,11,-13.327893,-71.1908783783784,"PS14_285_0003__PS14_285_0538.jpg",-481956.768441699,2034396.31449579
517,5817719,NA,7444604,0,0,0,0,0,0,0,0,0.506624352196641,0,0,5.02901353965184,0,1.74081237911025,11,-12.5138168461538,-71.4234961538462,"PS14_278_0005__PS14_278-2_0782.jpg",-447454.593322144,2016036.382152
625,14155776,56.6339341906864,7460491,0,0,0,0,0,0,0,0,0.215847084699254,0,0,0.64,0.32,1.76,10,-50.7198005,-61.17688067,"PS118_81_0046__TIMER_2019_04_04_at_02_40_48_IMG_0167.jpg",-2463816.52659868,2015188.99433636
413,14155776,37.2302845578711,7470453,0,0,1.48670204858021,0,0,0,0.0348901289236508,0,0.0705736135360362,0,0,0.242130750605327,5.08474576271186,2.6634382566586,10,-50.71942367,-61.186562,"PS118_81_0037__TIMER_2019_04_04_at_01_06_59_IMG_0085.jpg",-2462994.46783735,2014543.65718712
420,28311552,37.3011405071227,7480414,0,0,0.0761808936629458,0,0,0,0,0,0.015590687640396,0,0,0.952380952380952,1.66666666666667,2.14285714285714,10,-50.72100017,-61.19260267,"PS118_81_0040__TIMER_2019_04_04_at_00_19_26_IMG_0217.jpg",-2462545.22227188,2014063.1239185
513,28311552,31.9535543057338,7490375,0,0,0,0,0,0,0,0,0.0336616659760191,0.335900269426959,0,0.389863547758285,2.53411306042885,4.67836257309941,10,-50.72201933,-61.20003267,"PS118_81_0024__TIMER_2019_04_03_at_23_34_45_IMG_0035.jpg",-2461960.28013535,2013511.62671239
514,28311552,35.8225737261448,7500336,0,0,0.0424005350357437,0,0,0,0,0,0.00912734547758497,0.0816825783429833,0,0.194552529182879,0.583657587548638,0.583657587548638,10,-50.71681933,-61.20493683,"PS118_81_0011__TIMER_2019_04_03_at_22_50_07_IMG_0114.jpg",-2461367.81737001,2013399.91416979
526,17453157,NA,7603968,0,0,0.419252791580867,0,0,0,0,0,0.541794904486159,0,0,0.380228136882129,0,0.760456273764259,11,-12.5141,-71.49585,"PS14_278_0005__PS14_278-3_0673.jpg",-445738.090061404,2008255.64336515
507,28311552,69.4095545588554,7749315,0,0,0.136994012926638,0,0,0.0353601535533903,0,0,0.045839355109114,0,0,0,7.69230769230769,0.394477317554241,10,-51.0129465,-61.2021745,"PS118_69_0003__TIMER_2019_03_31_at_10_59_55_IMG_0253.jpg",-2471972.68968074,2000839.34033214
203,14155776,17.635694691506,7759274,0,0,0.216776257164981,0,0,0,0.0861956166219001,0,0.0263540118659662,0,0,0,5.41871921182266,1.47783251231527,10,-51.02613283,-61.2034555,"PS118_69_0016__TIMER_2019_03_31_at_11_40_33_IMG_0410.jpg",-2472325.61641421,2000183.41238424
523,14155776,61.4699314070525,7759275,0,0,0,0,0,0,0,0,0,0,0.0454128665052946,0,8.03059273422562,0,10,-51.01997383,-61.20292717,"PS118_69_0060__TIMER_2019_03_31_at_11_21_56_IMG_0338.jpg",-2472154.92193908,2000485.03452947
730,28311552,77.7937748061343,7769234,0,0,0.0846594731252793,0,0,0,0.0229425746368542,0,0.00433271453185718,0,0,0.136986301369863,16.3013698630137,0.410958904109589,10,-51.03055167,-61.20344733,"PS118_69_0052__TIMER_2019_03_31_at_11_53_48_IMG_0461.jpg",-2472480.55542227,1999993.28709202
408,14155776,58.0458913734286,7779192,0,0,0,0,0,0,0.717865724475219,0,0,0,0,0,1.7156862745098,0.245098039215686,10,-51.0514465,-61.20181917,"PS118_69_0053__TIMER_2019_03_31_at_12_49_38_IMG_0684.jpg",-2473346.42592121,1999201.95137372
424,14155776,77.249800032511,7779193,0,0,0,0,0,0,0.123068351354167,0,0,0,0,0,10.377358490566,0.471698113207547,10,-51.04447433,-61.20244667,"PS118_69_0048__TIMER_2019_03_31_at_12_30_13_IMG_0607.jpg",-2473050.4620209,1999460.32937276
530,14155776,48.7289326761854,7789151,0,0,0.125620032521015,0,0,0,0.340348616194047,0,0,0,0,0,6.60377358490566,0.754716981132076,10,-51.063022,-61.20074933,"PS118_69_0032__TIMER_2019_03_31_at_13_22_35_IMG_0821.jpg",-2473840.09375033,1998774.78898777
316,14155776,35.513770479628,7789152,0,0,0.110761919465725,0,0,0,0,0,0,0,0,0,3.79746835443038,0.316455696202532,10,-51.05737117,-61.20129467,"PS118_69_0051__TIMER_2019_03_31_at_13_07_05_IMG_0760.jpg",-2473597.17106325,1998981.76687343
200,14155776,25.338557277868,7799110,0,0,0,0.621210751286318,0,0,0.03418971755696,0,0.0300056784315583,1.13632705920709,0,0.5,10.5,1,10,-51.07488417,-61.19988317,"PS118_69_0055__TIMER_2019_03_31_at_14_12_23_IMG_1030.jpg",-2474326.58532859,1998321.31603902
731,28311552,66.5123456409241,7799111,0,0,0.0170687364971377,0,0,0,0,0,0,0,0.259468710165012,0.27359781121751,7.66073871409029,1.64158686730506,10,-51.06932633,-61.20153033,"PS118_69_0024__TIMER_2019_03_31_at_13_43_34_IMG_0907.jpg",-2473994.43197238,1998449.60697133
305,5817719,NA,7852999,0,0,21.669394118395,0,0,0.690836225550403,0,0,0,0,0,5.57377049180328,0,5.24590163934426,11,-12.1577208518519,-71.6387013703704,"PS14_276_0004__PS14_276_0898.jpg",-429924.625781462,1995608.34777622
410,5817719,NA,7862959,0,0,0,0,0,0.467150072689882,0,0,0,0,0,6.82926829268293,0,17.0731707317073,11,-12.1567261111111,-71.6420072222222,"PS14_276_0003__PS14_276_0885.jpg",-429813.293787448,1995259.82717324
104,5817719,NA,7862960,0,0,2.52706487955321,0,0,5.03172570874522,0,0,0,0,0,6.73076923076923,0,6.73076923076923,11,-12.156420037037,-71.6430244074074,"PS14_276_0007__PS14_276_0881.jpg",-429779.040172754,1995152.58904924
517,17453157,NA,7942645,0.530439863717438,0,0.110215980796318,0,0,0,0,0,0,0,0,3.28820116054159,0,0.386847195357834,11,-12.107683,-71.682133,"PS14_280_0005__PS14_280_0595.jpg",-427178.145294519,1991305.19466491
101,5817719,NA,7962530,0,0,0.528403088502447,0,0,0,0,0,0,0,0,27.7227722772277,0,2.97029702970297,11,-12.5987518679245,-71.6593877358491,"PS14_277_0004__PS14_277_0863.jpg",-444775.784885448,1990016.10640395
105,5817719,NA,7972490,0,0,1.19838059369071,0,0,0,0,0,0,0,0,4.76190476190476,0,0,11,-12.5983443207547,-71.6597726415094,"PS14_277_0002__PS14_277_0869.jpg",-444752.381763771,1989977.891064
540,70778880,NA,10402474,0,0,1.16801141066001,0.128223380566854,0,0.0322805382066189,0.0713874200826417,0,0.245772130161557,0,0,26.1111111111111,2.22222222222222,0.555555555555556,15,-17.0358,-72.435,"PS96_090_0015__PS96_090-4_2016-01-29_1544.jpg",-572352.414990603,1867905.29778813
216,14155776,NA,10402475,0,0,0.191590581621109,0,0,0,0,0,0,0,0,38.4259259259259,4.16666666666667,0,15,-17.0328,-72.4344,"PS96_090_0007__PS96_090-4_2016-01-29_1521.jpg",-572273.993319764,1867998.53096317
540,56623104,14.2582968741751,10412433,0,0,0.773465245257211,0,0,0.319207667260505,0.0383264252752585,0,0.471535476534664,0,0,15.3703703703704,0.925925925925926,0.185185185185185,15,-17.0563,-72.4394,"PS96_090_0013__PS96_090-4_2016-01-29_1659.jpg",-572878.372396242,1867236.49031257
324,42467328,9.5003877305056,10412434,0,0,0.664759033390964,0.0354807113472645,0,0,0,0,0.340077342906576,0,0,28.3950617283951,1.54320987654321,0.308641975308642,15,-17.0489,-72.4378,"PS96_090_0021__PS96_090-4_2016-01-29_1618.jpg",-572688.939991675,1867479.16405905
324,42467328,7.5355446826319,10422392,0,0,0.433719816127601,0,0,0,0,0,0.0650416694278797,0,0,9.87654320987654,0.925925925925926,0.308641975308642,15,-17.0741,-72.4433,"PS96_090_0008__PS96_090-4_2016-01-29_1775.jpg",-573332.153245743,1866647.27352428
540,70778880,16.135696159991,10422393,0,0,0.106218541597226,0.103881035991623,0,0.121751391119652,0,0,0.264206925534985,0,0,17.4074074074074,0.555555555555556,0,15,-17.0619,-72.4413,"PS96_090_0002__PS96_090-4_2016-01-29_1706.jpg",-572999.390567912,1866980.17184402
487,42467328,62.1894374642092,10617767,0,0,0.2814313628425,0,0,0.126583420688614,0,0,0.00546559514843205,0,0.0683224848935425,0.205338809034908,0,0.616016427104723,10,-53.24468917,-61.920359,"PS118_39_0144__TIMER_2019_03_24_at_02_05_38_IMG_1512.jpg",-2485854.27178216,1856634.35448462
480,28311552,63.221070386829,10617768,0,0,0.386938078365443,0,0,0,0,0,0,0,0.0177544072671949,0.416666666666667,2.29166666666667,0.416666666666667,10,-53.23728933,-61.92274,"PS118_39_0189__TIMER_2019_03_24_at_01_44_04_IMG_1427.jpg",-2485408.23372032,1856801.32040442
206,14155776,16.1499361457004,10617769,0,0,1.04285182490351,0,0,0,0.0259882000586329,0,0,0,0,0.485436893203884,2.9126213592233,2.42718446601942,10,-53.23439967,-61.92323967,"PS118_39_0130__TIMER_2019_03_24_at_01_35_47_IMG_1395.jpg",-2485271.30710777,1856894.33221129
413,28311552,104.68569147868,10627724,0,0,0.0476057643907867,0,0,0,0,0,0,0,0.00620053254923834,2.42130750605327,1.21065375302663,2.17917675544794,10,-53.268889,-61.91078267,"PS118_39_0153__TIMER_2019_03_24_at_03_41_05_IMG_1897.jpg",-2487468.01356234,1856203.4491655
688,42467328,109.125358356455,10627725,0,0,0.0320844517269039,0,0,0,0.0210554139325224,0,0,0,0.000973244082932794,0.726744186046512,0,1.30813953488372,10,-53.26140117,-61.91465283,"PS118_39_0161__TIMER_2019_03_24_at_03_02_52_IMG_1738.jpg",-2486890.09812425,1856278.22832479
454,28311552,83.3811325521216,10627726,0,0,0.409507499747559,0,0,0,0,0,0.00915919799387277,0,0.00169246661400671,1.76211453744493,1.54185022026432,0.440528634361233,10,-53.252208,-61.91738,"PS118_39_0024__TIMER_2019_03_24_at_02_28_41_IMG_1605.jpg",-2486355.96779172,1856500.82175394
197,14155776,30.867106569676,10637679,0,0,0.0241974905416636,0,0,0,0,0,0,0,0.0480429156258205,0.50761421319797,0,0.50761421319797,10,-53.306008,-61.89646867,"PS118_39_0129__TIMER_2019_03_24_at_06_29_37_IMG_2559.jpg",-2489910.89455627,1855516.26577358
488,28311552,63.9720005337472,10637680,0,0,0.428810367631416,0.0584064793980617,0,0.0564745013914187,0,0,0,0,0.0379298510050132,0.614754098360656,0.614754098360656,0.614754098360656,10,-53.2990025,-61.89938667,"PS118_39_0196__TIMER_2019_03_24_at_05_57_34_IMG_2431.jpg",-2489431.07213896,1855632.15465623
573,42467328,86.5756628704138,10637681,0,0,0.710884540625296,0,0,0,0,0,0.0244708751240648,0.00502393207465149,0.00502912080017533,1.2216404886562,0.174520069808028,1.2216404886562,10,-53.29071283,-61.90294367,"PS118_39_0180__TIMER_2019_03_24_at_05_23_00_IMG_2298.jpg",-2488854.28038338,1855762.44185754
577,28311552,90.821058478008,10637682,0,0,0.205506753678572,0.0103903229929441,0,0,0,0,0.0233151985883258,0,0,1.90641247833622,0.346620450606586,1.21317157712305,10,-53.28330783,-61.90631533,"PS118_39_0199__TIMER_2019_03_24_at_04_44_15_IMG_2145.jpg",-2488322.21819536,1855866.15859519
412,28311552,46.6105171061139,10637683,0,0,0.0534062257845688,0,0,0,0,0,0,0,0,0.485436893203884,0,0,10,-53.2782985,-61.907816,"PS118_39_0168__TIMER_2019_03_24_at_04_24_12_IMG_2066.jpg",-2488029.9061292,1855986.69422327
489,28311552,49.7167935233068,10647637,0,0,2.31633039194551,0.149913316967089,0,0,0,0,0.0406530486232664,0,0.0343039139045026,0.613496932515337,0.81799591002045,1.43149284253579,10,-53.323097,-61.89116083,"PS118_39_0148__TIMER_2019_03_24_at_07_26_12_IMG_2794.jpg",-2490924.43101071,1855116.29467606
722,56623104,54.9681558339782,10647638,0,0,1.00224902125281,0,0,0.0156538972140438,0,0,0.0461650974385461,0.0374977747563317,0.00278140599730398,0.415512465373961,1.24653739612188,1.38504155124654,10,-53.313423,-61.89435167,"PS118_39_0172__TIMER_2019_03_24_at_06_57_11_IMG_2665.jpg",-2490334.54195085,1855330.75100642
300,14155776,37.3809312523651,10647639,0,0,0,0,0,0,0,0,0,0.0365820684536918,0,0.333333333333333,0,0,10,-53.308123,-61.89553233,"PS118_39_0188__TIMER_2019_03_24_at_06_39_18_IMG_2596.jpg",-2490060.55787079,1855484.83776174
108,14155776,NA,10930310,0,0,1.66735593845638,0.155252906659223,0,0,1.01278243564796,0,0.106362712459351,0,0,49.0740740740741,2.77777777777778,4.62962962962963,15,-17.89266,-72.60764,"PS96_106_0009__PS96_106-2_2016-01-31_0093.jpg",-594371.692476361,1841016.51902666
539,70778880,NA,10930311,0,0,0.195941242724382,0.0730056488964881,0,0.0374929483554529,0.294834341860806,0,0.544018997795599,0,0,32.2820037105751,0.556586270871985,1.66975881261596,15,-17.87601,-72.60797,"PS96_106_0006__PS96_106-2_2016-01-31_0015.jpg",-593825.4988792,1841154.51902457
432,56623104,NA,10940270,0,0,0.25679125233848,0,0,0.0540020668956842,0.184855818064747,0,0.211739727413664,0,0,45.6018518518519,1.15740740740741,2.08333333333333,15,-17.8943,-72.60761,"PS96_106_0003__PS96_106-2_2016-01-31_0100.jpg",-594425.405211599,1841002.65456204
630,67282675,14.5219845829698,12958531,0,0,0.0483239713407325,0,0,0.0434901849196279,0,0,0.139764317685685,0,0,0.476190476190476,0,0.158730158730159,14,-54.11624,-63.17,"PS81_160_0002__PS81_160-1_2013-02-08T16_40_59_6397.jpg",-2404185.86577345,1739302.01394735
527,53826140,13.4126959329727,12958532,0,0,0.141952712541305,0.0100326400640718,0,0,0,0,1.22847349487539,0,0,0.189753320683112,0,0,14,-54.11195,-63.17287,"PS81_160_0016__PS81_160-1_2013-02-08T17_46_15_6533.jpg",-2403803.52325103,1739299.6072562
1047,94195745,25.1002029033993,12958533,0,0,0,0.047890536906369,0,0.1246031719514,0,0,0.0965557051567278,0.0127460784985277,0,0,0,0,14,-54.10627,-63.17673,"PS81_160_0001__PS81_160-1_2013-02-08T18_50_04_6675.jpg",-2403292.03862176,1739292.52586702
193,13456535,5.4105165678731,12958534,0,0,0.0932540242844051,0,0,0.0261533937353919,0,0,0,0,0,0,0,0.518134715025907,14,-54.09912,-63.18231,"PS81_160_0018__PS81_160-1_2013-02-08T20_07_25_6844.jpg",-2402584.88471901,1739237.64629865
532,11635438,NA,13111427,0,0,0.434184326020063,0,0,0,0,0,0.715782572451822,0,0,0,0,0.18796992481203,11,-20.7417852432432,-73.3556061891892,"PS14_270_0001__PS14_270_1060.jpg",-655910.339060275,1731995.22716421
