filename,longitude,latitude,area,survey,area_pix,antarctic_scallop-antarctic_scallop,barnacles-bathylasmatidae,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-antipatharia,octocorals_bottle_brush_simple-gorgonacea,brachiopods-brachiopoda,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,anemones_colonial-zoantharia,octocorals_branching_bushy-alcyonacea,stony_corals_solitary-scleractinia,octocorals_seafan_fern_simple-antipatharia,stony_corals_colonial-scleractinia,octocorals_seafan_flexible-alcyonacea,bryozoans_hard_branching_antler-bryozoans,hydrocorals_branching-stylasterids,bryozoans_hard_branching_leaf-bryozoans,bryozoans_hard_lettuce-bryozoans,bryozoans_soft_dendroid-bryozoans,bryozoans_hard_encrusting-bryozoans,sponges_massive_round-porifera,sponges_massive_simple-porifera,bryozoans_soft_foliaceous-bryozoans,bryozoans_hard_branching_coralhead-bryozoans,sponges_crust_encrusting-porifera,sponges_erect_palmate-porifera,sponges_bead-porifera,bryozoans_soft_fan-bryozoans,sponges_hollow_tube_chimney-porifera,bryozoans_hard_fenestrate-bryozoans,sponges_erect_simple-porifera,bryozoans_purple-bryozoans,sponges_cup_table_disc-porifera,sponges_massive_barrel-porifera,sponges_erect_laminar-porifera,sponges_massive_cryptic-porifera,sponges_cup_cup_goblet-porifera,sponges_crust_creeping_ramose-porifera,sponges_erect_stalked-porifera,sponges_erect_branching-porifera,sponges_cup_incomplete_curled-porifera,n_annotation
PS118_11_0001__TIMER_2019_03_13_at_21_15_35_IMG_0056.jpg,-55.670037,-63.88970867,5.0980634658583,PS118,14155776.0,0.0,0.0,46843.82341612394,4986.416284549652,360650.1726236547,0.0,0.0,0.0,330056.7464603932,0.0,0.0,0.0,0.0,0.0,0.0,119941.52351886383,0.0,0.0,0.0,0.0,0.0,0,0,8,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_11_0005__TIMER_2019_03_13_at_21_42_52_IMG_0205.jpg,-55.666613,-63.88863017,10.86566242026,PS118,14155776.0,0.0,0.0,0.0,0.0,3901.4107129646522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262802.53969774395,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_11_0008__TIMER_2019_03_13_at_21_49_23_IMG_0242.jpg,-55.66447983,-63.8888215,9.1778717055241,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS118_11_0004__TIMER_2019_03_13_at_21_58_35_IMG_0295.jpg,-55.66156533,-63.88900017,11.218198937564,PS118,14155776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73408.82081968433,0.0,0.0,0.0,4569.947912833867,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS118_11_0010__TIMER_2019_03_13_at_22_10_01_IMG_0359.jpg,-55.659542,-63.8886205,9.5963475125773,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_11_0002__TIMER_2019_03_13_at_22_12_32_IMG_0374.jpg,-55.65886783,-63.888511,6.2839641194503,PS118,14155776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48091.134973926935,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
PS118_11_0006__TIMER_2019_03_13_at_22_21_48_IMG_0428.jpg,-55.6568345,-63.88796417,11.40495699224,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
PS118_12_0001__TIMER_2019_03_15_at_01_34_28_IMG_0103.jpg,-55.44711417,-63.84450017,1.9042578557023,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
PS118_39_0130__TIMER_2019_03_24_at_01_35_47_IMG_1395.jpg,-53.23439967,-61.92323967,11.299505163882,PS118,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101
PS118_39_0005__TIMER_2019_03_24_at_01_37_52_IMG_1403.jpg,-53.2351225,-61.92315467,4.8504309818184,PS118,14155776.0,0.0,0.0,24700.360376052868,0.0,122923.4079692009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3678.831386731937,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS118_39_0189__TIMER_2019_03_24_at_01_44_04_IMG_1427.jpg,-53.23728933,-61.92274,6.3652253966898,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS118_39_0068__TIMER_2019_03_24_at_01_45_40_IMG_1433.jpg,-53.237854,-61.92260417,15.520332307896,PS118,14155776.0,0.0,0.0,27930.656526535295,0.0,39949.20595289871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100
PS118_39_0114__TIMER_2019_03_24_at_01_51_36_IMG_1456.jpg,-53.2397675,-61.9220425,16.941590083627,PS118,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
PS118_39_0173__TIMER_2019_03_24_at_01_58_39_IMG_1484.jpg,-53.24218867,-61.9212815,14.400351571083,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS118_39_0052__TIMER_2019_03_24_at_02_00_43_IMG_1492.jpg,-53.2428895,-61.92103433,9.9935710275332,PS118,14155776.0,0.0,0.0,0.0,0.0,41668.31278479912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5026.548245743669,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
PS118_39_0144__TIMER_2019_03_24_at_02_05_38_IMG_1512.jpg,-53.24468917,-61.920359,13.064726573908,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS118_39_0021__TIMER_2019_03_24_at_02_07_11_IMG_1520.jpg,-53.24521383,-61.92013617,15.920694600945,PS118,14155776.0,0.0,0.0,0.0,0.0,28925.158154477882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799.7571701848474,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
PS118_39_0204__TIMER_2019_03_24_at_02_12_02_IMG_1541.jpg,-53.24685733,-61.91943033,15.071723844513,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS118_39_0084__TIMER_2019_03_24_at_02_13_35_IMG_1547.jpg,-53.24736717,-61.91920283,9.1314237544369,PS118,14155776.0,0.0,0.0,13577.170510829319,0.0,32084.342784449986,0.0,0.0,0.0,53756.59645745353,0.0,0.0,0.0,8530.844368534976,1152.0927119060827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102
PS118_39_0087__TIMER_2019_03_24_at_02_18_33_IMG_1566.jpg,-53.24906217,-61.91854467,9.0008686904063,PS118,14155776.0,0.0,0.0,0.0,0.0,36398.864134902266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.9995069306415,0.0,0.0,0.0,27214.976587306308,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
PS118_39_0024__TIMER_2019_03_24_at_02_28_41_IMG_1605.jpg,-53.252208,-61.91738,22.472239041549,PS118,14155776.0,0.0,0.0,1590.4312808798327,0.0,81573.56188744807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
PS118_39_0117__TIMER_2019_03_24_at_02_34_50_IMG_1629.jpg,-53.2538535,-61.91671983,18.441416638766,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
PS118_39_0176__TIMER_2019_03_24_at_02_43_10_IMG_1662.jpg,-53.25606783,-61.91592733,6.2191298078686,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_39_0055__TIMER_2019_03_24_at_02_45_30_IMG_1671.jpg,-53.256658,-61.91572583,23.271281081609,PS118,14155776.0,0.0,0.0,0.0,0.0,32773.93556660209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2593.111102818247,0.0,0.0,0.0,479.16356550714914,0.0,0.0,0.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91
PS118_39_0102__TIMER_2019_03_24_at_02_51_13_IMG_1693.jpg,-53.25826017,-61.91527483,12.977065982329,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS118_39_0161__TIMER_2019_03_24_at_03_02_52_IMG_1738.jpg,-53.26140117,-61.91465283,18.9951987386,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93
PS118_39_0040__TIMER_2019_03_24_at_03_05_58_IMG_1750.jpg,-53.26209983,-61.914496,13.270101161907,PS118,14155776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.3107569396614,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
PS118_39_0133__TIMER_2019_03_24_at_03_14_04_IMG_1791.jpg,-53.263684,-61.9138345,9.27961757826,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_39_0008__TIMER_2019_03_24_at_03_16_26_IMG_1801.jpg,-53.26416167,-61.9135955,16.664123923148,PS118,14155776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8941.671696481975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
PS118_39_0192__TIMER_2019_03_24_at_03_22_33_IMG_1825.jpg,-53.26526083,-61.91288633,18.756752657059,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
PS118_39_0071__TIMER_2019_03_24_at_03_24_22_IMG_1832.jpg,-53.265524,-61.91264017,10.812159188319,PS118,14155776.0,0.0,0.0,0.0,0.0,13625.409351865923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS118_39_0094__TIMER_2019_03_24_at_03_30_34_IMG_1856.jpg,-53.266632,-61.9118445,21.347405109162,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,95
PS118_39_0153__TIMER_2019_03_24_at_03_41_05_IMG_1897.jpg,-53.268889,-61.91078267,23.063063063063,PS118,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
PS118_39_0032__TIMER_2019_03_24_at_03_43_23_IMG_1906.jpg,-53.269442,-61.9106285,24.62214758134,PS118,14155776.0,0.0,0.0,0.0,0.0,9822.712506625308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
PS118_39_0125__TIMER_2019_03_24_at_03_51_19_IMG_1938.jpg,-53.27117867,-61.90992467,12.083498122555,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85
PS118_39_0184__TIMER_2019_03_24_at_04_04_45_IMG_1990.jpg,-53.273735,-61.9093125,19.720810426127,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
PS118_39_0063__TIMER_2019_03_24_at_04_07_50_IMG_2002.jpg,-53.27437883,-61.909129,25.196172285595,PS118,14155776.0,0.0,0.0,0.0,0.0,3655.2182338697608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.4669969545387,0.0,0.0,0.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,86
PS118_39_0109__TIMER_2019_03_24_at_04_15_04_IMG_2030.jpg,-53.27602733,-61.90854767,9.4007751737829,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS118_39_0168__TIMER_2019_03_24_at_04_24_12_IMG_2066.jpg,-53.2782985,-61.907816,10.588801747566,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_39_0047__TIMER_2019_03_24_at_04_27_02_IMG_2077.jpg,-53.279031,-61.90759833,11.065262366788,PS118,14155776.0,0.0,0.0,0.0,0.0,7242.874318609215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS118_39_0139__TIMER_2019_03_24_at_04_34_20_IMG_2105.jpg,-53.28089183,-61.90707167,9.6733959470809,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS118_39_0016__TIMER_2019_03_24_at_04_37_26_IMG_2117.jpg,-53.28169383,-61.9068835,15.283057044679,PS118,14155776.0,0.0,0.0,0.0,0.0,7877.257065626399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS118_39_0199__TIMER_2019_03_24_at_04_44_15_IMG_2145.jpg,-53.28330783,-61.90631533,12.20757497015,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102
PS118_39_0079__TIMER_2019_03_24_at_04_46_35_IMG_2154.jpg,-53.28382867,-61.90618017,13.48933394047,PS118,14155776.0,0.0,0.0,7121.086081163092,0.0,22973.34898287674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831.2045560521833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
PS118_39_0090__TIMER_2019_03_24_at_04_54_21_IMG_2185.jpg,-53.28563367,-61.9056835,14.100586305201,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS118_39_0149__TIMER_2019_03_24_at_05_04_32_IMG_2224.jpg,-53.28772917,-61.90488483,20.574449582615,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
PS118_39_0028__TIMER_2019_03_24_at_05_07_38_IMG_2238.jpg,-53.28829583,-61.90454483,20.067659886233,PS118,14155776.0,0.0,0.0,8423.138948477099,2941.661697115339,19664.577418703964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3769.690016184939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,86
PS118_39_0121__TIMER_2019_03_24_at_05_14_07_IMG_2264.jpg,-53.28917883,-61.90380383,10.381453793339,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS118_39_0180__TIMER_2019_03_24_at_05_23_00_IMG_2298.jpg,-53.29071283,-61.90294367,9.602850846345,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS118_39_0059__TIMER_2019_03_24_at_05_25_06_IMG_2306.jpg,-53.291133,-61.9027415,8.1778370085308,PS118,14155776.0,0.0,0.0,36542.444029790015,0.0,69048.60751735969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5634.517110048,10392.12680340699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS118_39_0106__TIMER_2019_03_24_at_05_31_51_IMG_2332.jpg,-53.29260733,-61.90205133,14.619841947052,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
PS118_39_0165__TIMER_2019_03_24_at_05_41_20_IMG_2368.jpg,-53.29479283,-61.90108167,12.977952570352,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
PS118_39_0044__TIMER_2019_03_24_at_05_43_10_IMG_2375.jpg,-53.29525583,-61.90090567,26.106299248789,PS118,14155776.0,0.0,0.0,0.0,0.0,65863.07717723532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625.0280699774905,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,87
PS118_39_0012__TIMER_2019_03_24_at_05_48_37_IMG_2396.jpg,-53.2968835,-61.90033833,15.090881249345,PS118,14155776.0,0.0,0.0,20260.609801720984,0.0,104544.41393248373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133.529712639453,0.0,510.70515574919074,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
PS118_39_0196__TIMER_2019_03_24_at_05_57_34_IMG_2431.jpg,-53.2990025,-61.89938667,18.56269411878,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
PS118_39_0075__TIMER_2019_03_24_at_06_00_25_IMG_2442.jpg,-53.29973133,-61.8990555,8.235690337239,PS118,14155776.0,0.0,0.0,0.0,16535.78078615151,118109.02215676915,0.0,0.0,0.0,15988.80782817222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
PS118_39_0098__TIMER_2019_03_24_at_06_07_42_IMG_2471.jpg,-53.30138467,-61.8982365,5.6088387822582,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS118_39_0157__TIMER_2019_03_24_at_06_19_24_IMG_2519.jpg,-53.30392917,-61.89729533,12.756510762625,PS118,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98
PS118_39_0036__TIMER_2019_03_24_at_06_21_13_IMG_2527.jpg,-53.3042745,-61.897174,18.808266532845,PS118,14155776.0,0.0,0.0,0.0,0.0,3293.84805659043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10738.529490806824,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS118_39_0129__TIMER_2019_03_24_at_06_29_37_IMG_2559.jpg,-53.306008,-61.89646867,14.517541395598,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
PS118_39_0004__TIMER_2019_03_24_at_06_32_13_IMG_2569.jpg,-53.306507,-61.8962205,16.349565174078,PS118,14155776.0,0.0,0.0,0.0,0.0,3425.3425586990857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6800.847519860153,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
PS118_39_0188__TIMER_2019_03_24_at_06_39_18_IMG_2596.jpg,-53.308123,-61.89553233,8.9510795149951,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS118_39_0067__TIMER_2019_03_24_at_06_41_25_IMG_2604.jpg,-53.308661,-61.8953245,10.52457463124,PS118,14155776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5178.475666471272,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS118_39_0113__TIMER_2019_03_24_at_06_48_33_IMG_2632.jpg,-53.310650556666666,-61.89481311,17.90527710613,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS118_39_0172__TIMER_2019_03_24_at_06_57_11_IMG_2665.jpg,-53.313423,-61.89435167,11.472636162717,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101
PS118_39_0051__TIMER_2019_03_24_at_06_59_17_IMG_2673.jpg,-53.314175,-61.8942635,10.399320845135,PS118,14155776.0,0.0,0.0,0.0,0.0,18520.01698934413,0.0,0.0,0.0,6587.05302916467,0.0,0.0,0.0,0.0,7348.527336186503,0.0,0.0,0.0,1574.918410515672,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS118_39_0143__TIMER_2019_03_24_at_07_05_09_IMG_2696.jpg,-53.316212,-61.893847,7.5375020499417,PS118,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
PS118_39_0020__TIMER_2019_03_24_at_07_06_59_IMG_2703.jpg,-53.31687733,-61.89368117,8.8945783165862,PS118,14155776.0,0.0,0.0,6787.066609525914,0.0,37498.12499731219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS118_39_0203__TIMER_2019_03_24_at_07_11_54_IMG_2723.jpg,-53.31869967,-61.89309367,5.4436414984633,PS118,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
PS118_39_0083__TIMER_2019_03_24_at_07_13_41_IMG_2730.jpg,-53.3193355825,-61.8928502925,6.1457903444827,PS118,14155776.0,0.0,0.0,0.0,0.0,26982.215673442573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.8901174699663,2276.6694703964345,21232.403997963418,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,108
PS118_39_0089__TIMER_2019_03_24_at_07_18_55_IMG_2753.jpg,-53.3209565,-61.89214117,5.0746866166523,PS118,14155776.0,0.0,0.0,117877.50028704801,0.0,258787.279866128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101052.3012201623,16214.693680672834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
PS118_39_0148__TIMER_2019_03_24_at_07_26_12_IMG_2794.jpg,-53.323097,-61.89116083,8.80913496112,PS118,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS118_39_0026__TIMER_2019_03_24_at_07_28_08_IMG_2805.jpg,-53.32360399666666,-61.890928503333335,5.0914880726683,PS118,14155776.0,0.0,0.0,22762.1406512537,42442.786688062246,557113.9973880913,0.0,3365.44024077676,0.0,0.0,0.0,0.0,0.0,0.0,3668.088710652988,0.0,0.0,0.0,1754.1927669742427,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,96
