filename,longitude,latitude,area,survey,area_pix,antarctic_scallop-antarctic_scallop,barnacles-bathylasmatidae,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-antipatharia,octocorals_bottle_brush_simple-gorgonacea,brachiopods-brachiopoda,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,anemones_colonial-zoantharia,octocorals_branching_bushy-alcyonacea,stony_corals_solitary-scleractinia,octocorals_seafan_fern_simple-antipatharia,stony_corals_colonial-scleractinia,octocorals_seafan_flexible-alcyonacea,bryozoans_hard_branching_antler-bryozoans,hydrocorals_branching-stylasterids,bryozoans_hard_branching_leaf-bryozoans,bryozoans_hard_lettuce-bryozoans,bryozoans_soft_dendroid-bryozoans,bryozoans_hard_encrusting-bryozoans,sponges_massive_round-porifera,sponges_massive_simple-porifera,bryozoans_soft_foliaceous-bryozoans,bryozoans_hard_branching_coralhead-bryozoans,sponges_crust_encrusting-porifera,sponges_erect_palmate-porifera,sponges_bead-porifera,bryozoans_soft_fan-bryozoans,sponges_hollow_tube_chimney-porifera,bryozoans_hard_fenestrate-bryozoans,sponges_erect_simple-porifera,bryozoans_purple-bryozoans,sponges_cup_table_disc-porifera,sponges_massive_barrel-porifera,sponges_erect_laminar-porifera,sponges_massive_cryptic-porifera,sponges_cup_cup_goblet-porifera,sponges_crust_creeping_ramose-porifera,sponges_erect_stalked-porifera,sponges_erect_branching-porifera,sponges_cup_incomplete_curled-porifera,n_annotation
PS81_185_0030__PS81_185-1_2013-02-19T08_07_51_8644.jpg,-55.60902,-63.87375,3.1075881054668,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_185_0004__PS81_185-1_2013-02-19T08_13_46_8660.jpg,-55.60902,-63.87281,3.8246132762654,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42908.22243615101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
PS81_185_0020__PS81_185-1_2013-02-19T08_18_56_8673.jpg,-55.60888,-63.87193,5.1935737738153,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS81_185_0012__PS81_185-1_2013-02-19T08_25_29_8688.jpg,-55.60924,-63.87105,1.6045341571288,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84579.7525259867,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
PS81_185_0028__PS81_185-1_2013-02-19T08_31_00_8700.jpg,-55.60996,-63.87016,3.0801236400223,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS81_185_0008__PS81_185-1_2013-02-19T08_35_01_8709.jpg,-55.61058,-63.8693,3.0295711234579,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262965.9543520093,0.0,0.0,0.0,0.0,0.0,8717.965166805154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS81_185_0024__PS81_185-1_2013-02-19T08_40_33_8720.jpg,-55.61175,-63.86856,4.6175082316566,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
PS81_185_0016__PS81_185-1_2013-02-19T08_46_36_8734.jpg,-55.6125,-63.86766,3.6895356486687,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,39210.0938165444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_185_0032__PS81_185-1_2013-02-19T08_52_08_8746.jpg,-55.61317,-63.86678,3.6862448086575,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS81_185_0003__PS81_185-1_2013-02-19T08_56_39_8756.jpg,-55.61391,-63.866,3.1814618884161,PS81,13456535.0,0.0,0.0,0.0,0.0,40699.3089511516,0.0,0.0,0.0,464406.1664947676,0.0,0.0,0.0,0.0,0.0,8397.131587853622,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_185_0019__PS81_185-1_2013-02-19T09_01_40_8767.jpg,-55.61444,-63.86503,3.2975396941666,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
PS81_185_0011__PS81_185-1_2013-02-19T09_05_40_8775.jpg,-55.61485,-63.86421,3.4358186184619,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33980.3332207996,0.0,0.0,0.0,0.0,0.0,0.0,12827.78253906438,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100
PS81_185_0027__PS81_185-1_2013-02-19T09_12_40_8790.jpg,-55.61469,-63.86331,2.780200460037,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_185_0007__PS81_185-1_2013-02-19T09_19_13_8805.jpg,-55.61352,-63.86254,1.9575253052645,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31459.92422685218,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
PS81_185_0023__PS81_185-1_2013-02-19T09_25_14_8820.jpg,-55.61201,-63.86186,3.13230153732,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_185_0015__PS81_185-1_2013-02-19T09_30_45_8833.jpg,-55.61058,-63.86118,2.1719988657818,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112195.9702363396,0.0,0.0,0.0,0.0,0.0,0.0,40997.80674881391,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105
PS81_185_0031__PS81_185-1_2013-02-19T09_38_17_8850.jpg,-55.60912,-63.86054,1.9667517420374,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_185_0005__PS81_185-1_2013-02-19T09_44_18_8864.jpg,-55.608,-63.85975,2.7497139986313,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
PS81_185_0021__PS81_185-1_2013-02-19T09_49_48_8875.jpg,-55.60751,-63.85893,3.7490812243749,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_185_0013__PS81_185-1_2013-02-19T09_55_18_8887.jpg,-55.60703,-63.85796,3.3729150885614,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_185_0029__PS81_185-1_2013-02-19T10_01_51_8903.jpg,-55.60655,-63.85708,4.1791451649754,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS81_185_0009__PS81_185-1_2013-02-19T10_07_23_8918.jpg,-55.60655,-63.8562,3.6092763694758,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
PS81_185_0025__PS81_185-1_2013-02-19T10_13_23_8930.jpg,-55.60619,-63.85526,3.7290369672057,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
PS81_185_0017__PS81_185-1_2013-02-19T10_19_24_8945.jpg,-55.60572,-63.85439,2.7518139725866,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_185_0001__PS81_185-1_2013-02-19T10_22_26_8953.jpg,-55.60559,-63.85396,2.4400775348694,PS81,13456535.0,0.0,0.0,0.0,0.0,9208.446634006124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_185_0033__PS81_185-1_2013-02-19T10_25_26_8959.jpg,-55.60546,-63.85351,2.8511718280437,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS81_186_0034__PS81_186-1_2013-02-19T17_14_22_9103.jpg,-55.57461,-63.8969,3.3666798565184,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_186_0002__PS81_186-1_2013-02-19T17_20_58_9122.jpg,-55.57358,-63.89575,3.2928522318251,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_186_0018__PS81_186-1_2013-02-19T17_23_31_9130.jpg,-55.57282,-63.89518,3.0580076649996,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
PS81_186_0010__PS81_186-1_2013-02-19T17_27_01_9139.jpg,-55.57153,-63.89419,3.6086732364471,PS81,13456535.0,0.0,0.0,0.0,0.0,88056.2474387493,0.0,0.0,0.0,66495.13137577768,0.0,0.0,0.0,0.0,0.0,4370.866443012942,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
PS81_186_0026__PS81_186-1_2013-02-19T17_32_26_9156.jpg,-55.57091,-63.89319,2.9941997045984,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_186_0038__PS81_186-1_2013-02-19T17_33_08_9159.jpg,-55.57094,-63.89309,1.9864143584122,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
PS81_186_0006__PS81_186-1_2013-02-19T17_40_02_9174.jpg,-55.57108,-63.89221,4.05305799119,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182005.8214168976,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
PS81_186_0022__PS81_186-1_2013-02-19T17_46_44_9192.jpg,-55.57157,-63.89119,3.8594213640896,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_186_0014__PS81_186-1_2013-02-19T17_56_34_9217.jpg,-55.57093,-63.89034,2.634891118605,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37775.95928345477,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS81_186_0030__PS81_186-1_2013-02-19T18_02_06_9235.jpg,-55.56972,-63.8894,2.4465917233975,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
PS81_186_0036__PS81_186-1_2013-02-19T18_02_22_9236.jpg,-55.56969,-63.88934,1.9916655303623,PS81,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS81_186_0004__PS81_186-1_2013-02-19T18_07_39_9257.jpg,-55.56956,-63.88841,2.6401389061235,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
PS81_186_0020__PS81_186-1_2013-02-19T18_13_29_9270.jpg,-55.56966,-63.88738,3.6848303076459,PS81,13456535.0,0.0,0.0,0.0,0.0,12936.415357273596,0.0,0.0,0.0,169716.03096489367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
PS81_186_0012__PS81_186-1_2013-02-19T18_18_30_9280.jpg,-55.56969,-63.8864,3.4466358411089,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
PS81_186_0028__PS81_186-1_2013-02-19T18_23_02_9289.jpg,-55.56955,-63.88529,3.4218480907624,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
PS81_186_0008__PS81_186-1_2013-02-19T18_29_02_9301.jpg,-55.56972,-63.88427,4.0084880931489,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97
PS81_186_0024__PS81_186-1_2013-02-19T18_36_03_9319.jpg,-55.56943,-63.88326,2.0984440497,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_186_0016__PS81_186-1_2013-02-19T18_42_05_9334.jpg,-55.5678,-63.88252,3.059752527359,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
PS81_186_0032__PS81_186-1_2013-02-19T18_50_38_9354.jpg,-55.56742,-63.88155,3.0814142845885,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
PS81_186_0035__PS81_186-1_2013-02-19T18_51_08_9355.jpg,-55.56746,-63.88148,3.3385160142674,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
PS81_186_0003__PS81_186-1_2013-02-19T19_02_09_9379.jpg,-55.56739,-63.88051,4.2364203395731,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
PS81_186_0019__PS81_186-1_2013-02-19T19_10_42_9397.jpg,-55.56708,-63.87952,2.5778438354632,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS81_186_0011__PS81_186-1_2013-02-19T19_16_12_9409.jpg,-55.56696,-63.87846,2.9532664789171,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
PS81_186_0027__PS81_186-1_2013-02-19T19_21_13_9419.jpg,-55.56684,-63.87744,4.341607826047,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
PS81_186_0007__PS81_186-1_2013-02-19T19_26_15_9430.jpg,-55.56656,-63.87639,3.665735395865,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1308.6872826798585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
PS81_186_0023__PS81_186-1_2013-02-19T19_31_46_9442.jpg,-55.56674,-63.87541,3.523019266804,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
PS81_186_0015__PS81_186-1_2013-02-19T19_40_09_9462.jpg,-55.5674,-63.87439,3.4993371317037,PS81,13456535.0,0.0,0.0,0.0,0.0,34873.97056084676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
PS81_186_0031__PS81_186-1_2013-02-19T19_45_51_9474.jpg,-55.5671,-63.8734,4.178305658478,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
PS81_186_0037__PS81_186-1_2013-02-19T19_46_21_9475.jpg,-55.56706,-63.8733,3.0204429353469,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_186_0005__PS81_186-1_2013-02-19T19_50_53_9484.jpg,-55.5668,-63.87238,1.9255183131786,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS81_186_0021__PS81_186-1_2013-02-19T19_55_55_9496.jpg,-55.56656,-63.87132,2.544830710112,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
PS81_186_0013__PS81_186-1_2013-02-19T20_04_26_9516.jpg,-55.56653,-63.87025,3.1970275178159,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
PS81_186_0029__PS81_186-1_2013-02-19T20_09_56_9527.jpg,-55.56573,-63.86929,2.4092476466952,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
PS81_186_0009__PS81_186-1_2013-02-19T20_16_27_9540.jpg,-55.56579,-63.86824,3.133920840896,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
PS81_186_0025__PS81_186-1_2013-02-19T20_23_59_9556.jpg,-55.56523,-63.86728,4.2164936566199,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
PS81_186_0017__PS81_186-1_2013-02-19T20_30_09_9575.jpg,-55.56413,-63.86638,3.7009869593577,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
PS81_186_0001__PS81_186-1_2013-02-19T20_32_41_9581.jpg,-55.56363,-63.86591,3.1690339361211,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
PS81_186_0033__PS81_186-1_2013-02-19T20_35_41_9587.jpg,-55.56313,-63.86547,2.6232369981529,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
PS81_188_0034__PS81_188-1_2013-02-20T06_31_20_9596.jpg,-55.56672,-63.87069,2.304099055394,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_188_0002__PS81_188-1_2013-02-20T06_39_59_9617.jpg,-55.56551,-63.86991,2.963385960649,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555321.3955093343,0.0,0.0,0.0,0.0,0.0,0.0,25952.672092723315,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
PS81_188_0018__PS81_188-1_2013-02-20T06_48_59_9638.jpg,-55.56398,-63.86902,1.6936490183801,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539106.9204835101,0.0,0.0,0.0,0.0,0.0,0.0,58458.10296088618,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
PS81_188_0010__PS81_188-1_2013-02-20T06_56_02_9654.jpg,-55.56288,-63.86805,2.1785000516427,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_188_0026__PS81_188-1_2013-02-20T07_04_35_9673.jpg,-55.56217,-63.86702,3.4534640568441,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS81_188_0038__PS81_188-1_2013-02-20T07_05_35_9675.jpg,-55.56212,-63.86691,3.8121024365126,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
PS81_188_0006__PS81_188-1_2013-02-20T07_13_38_9693.jpg,-55.56145,-63.86598,2.3594482328257,PS81,13456535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155812.86618086073,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_188_0022__PS81_188-1_2013-02-20T07_20_11_9707.jpg,-55.56041,-63.86504,2.8056939739028,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
PS81_188_0014__PS81_188-1_2013-02-20T07_29_15_9726.jpg,-55.559,-63.86416,3.2118253380546,PS81,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
PS81_188_0030__PS81_188-1_2013-02-20T07_40_20_9748.jpg,-55.55769,-63.86325,3.0511881622857,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
PS81_188_0036__PS81_188-1_2013-02-20T07_40_51_9749.jpg,-55.5576,-63.86319,3.1091447672851,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
PS81_188_0004__PS81_188-1_2013-02-20T07_46_24_9762.jpg,-55.55612,-63.86242,2.8496694078413,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
PS81_188_0020__PS81_188-1_2013-02-20T07_56_59_9788.jpg,-55.55405,-63.86181,2.9886978965817,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
PS81_188_0012__PS81_188-1_2013-02-20T08_04_29_9806.jpg,-55.55253,-63.86099,1.9514416397725,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
PS81_188_0028__PS81_188-1_2013-02-20T08_11_31_9823.jpg,-55.55126,-63.86005,2.8485636342587,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
PS81_188_0008__PS81_188-1_2013-02-20T08_17_34_9837.jpg,-55.55068,-63.85899,2.1457918375548,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_188_0024__PS81_188-1_2013-02-20T08_23_05_9850.jpg,-55.55153,-63.85801,2.2941753417303,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
PS81_188_0016__PS81_188-1_2013-02-20T08_28_37_9864.jpg,-55.5533,-63.85729,3.112740750875,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
PS81_188_0032__PS81_188-1_2013-02-20T08_35_41_9882.jpg,-55.55426,-63.85628,3.0387938077958,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
PS81_188_0035__PS81_188-1_2013-02-20T08_36_41_9884.jpg,-55.55422,-63.85617,2.5342954267093,PS81,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
