annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,image_id,filename,image_longitude,image_latitude,shape_id,shape_name,points,attributes,annotation_id,created_at
12753152,179005,whip-gorgonacea,"octocorals > whip-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[837.23,1923.89,150.58]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",11811373,"2021-09-08 08:47:46"
13425380,178969,stalked_colonial-ascidiacea,"ascidians > stalked_colonial-ascidiacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[2334.69,1359.93,54.02]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",12368813,"2022-01-10 04:34:43"
13561138,178972,unstalked_solitary-ascidiacea,"ascidians > unstalked_solitary-ascidiacea",581,Charley,Gros,1113031,PS61_249_0002__PS61_249-1_060.jpg,,,4,Circle,"[560.85,2023.88,20.65]","{""size"":2279574,""mimetype"":""image\/jpeg"",""width"":2522,""height"":2363}",12475598,"2022-01-17 22:55:25"
13561139,178972,unstalked_solitary-ascidiacea,"ascidians > unstalked_solitary-ascidiacea",581,Charley,Gros,1113031,PS61_249_0002__PS61_249-1_060.jpg,,,4,Circle,"[604.32,1986.62,21.15]","{""size"":2279574,""mimetype"":""image\/jpeg"",""width"":2522,""height"":2363}",12475599,"2022-01-17 22:55:26"
16457974,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[601.77,783.47,124.25]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041477,"2022-12-07 02:56:35"
16457979,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[2343.03,805.63,89.65]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041482,"2022-12-07 02:56:41"
16457989,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[2500.65,813.02,69.53]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041492,"2022-12-07 02:56:46"
16457998,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[2436.62,458.36,75.55]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041501,"2022-12-07 02:56:51"
16458007,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[1527.81,675.1,68.7]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041510,"2022-12-07 02:56:56"
16458016,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[1397.28,670.17,62.31]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041519,"2022-12-07 02:57:02"
16458023,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[202.78,542.1,73.1]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041526,"2022-12-07 02:57:08"
16458028,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[321,1890.13,84.17]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041531,"2022-12-07 02:57:13"
16458033,178995,branching_bushy-gorgonacea,"octocorals > branching_bushy-gorgonacea",581,Charley,Gros,1113036,PS61_249_0007__PS61_249-1_007.jpg,,,4,Circle,"[1963.74,2202.91,81.61]","{""size"":2497997,""mimetype"":""image\/jpeg"",""width"":2537,""height"":2363}",15041536,"2022-12-07 02:57:19"
