annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,image_id,filename,image_longitude,image_latitude,shape_id,shape_name,points,attributes,annotation_id,created_at
12737451,178966,colonial-zoantharia,"anemones > colonial-zoantharia",581,Charley,Gros,953699,TAN1802_106_0002__TAN1802_Stn_106_011.jpg,,,4,Circle,"[3952.22,1251.19,89.64]","{""size"":8483237,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":4.06165021622798,""count"":2,""method"":""manual"",""points"":[[2720.42,2417.86],[2739.23,2904.31]],""distance"":""20""}}",11795756,"2021-09-03 02:25:36"
12737452,178966,colonial-zoantharia,"anemones > colonial-zoantharia",581,Charley,Gros,953787,TAN1802_160_0003__TAN1802_Stn_160_075.jpg,,,4,Circle,"[3580.08,2685.1,60.03]","{""size"":6316574,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":1.9090020081675394,""count"":2,""method"":""manual"",""points"":[[2869.65,2192.26],[2807.38,2899.61]],""distance"":""20""}}",11795757,"2021-09-03 02:25:39"
12738704,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953625,TAN1802_092_0005__TAN1802_Stn_092_189.jpg,,,4,Circle,"[4411.39,279.29,47.79]","{""size"":9325939,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":5.284354998576888,""count"":2,""method"":""manual"",""points"":[[2667.55,2490.71],[2682.83,2917.23]],""distance"":""20""}}",11796971,"2021-09-04 05:42:36"
12738705,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953697,TAN1802_105_0011__TAN1802_Stn_105_152.jpg,,,4,Circle,"[2222.22,874.13,45.3]","{""size"":7795492,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":4.669109893930496,""count"":2,""method"":""manual"",""points"":[[2676.95,2460.16],[2698.1,2913.71]],""distance"":""20""}}",11796972,"2021-09-04 05:42:39"
12738706,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953698,TAN1802_106_0001__TAN1802_Stn_106_240.jpg,,,4,Circle,"[3060.89,2745.5,54.04]","{""size"":8529537,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":5.032863514858434,""count"":2,""method"":""manual"",""points"":[[2682.83,2475.43],[2696.92,2912.53]],""distance"":""20""}}",11796973,"2021-09-04 05:42:42"
12738707,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953709,TAN1802_107_0001__TAN1802_Stn_107_241.jpg,,,4,Circle,"[5145.03,1550.49,150.04]","{""size"":5762829,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":1.6600897026580292,""count"":2,""method"":""manual"",""points"":[[2982.45,2818.53],[2938.98,2058.31]],""distance"":""20""}}",11796974,"2021-09-04 05:42:46"
12738708,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953753,TAN1802_125_0002__TAN1802_Stn_125_021.jpg,,,4,Circle,"[3690.97,3492.18,32.12]","{""size"":8117353,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":4.437738119255388,""count"":2,""method"":""manual"",""points"":[[2702.8,2442.53],[2722.78,2907.83]],""distance"":""20""}}",11796975,"2021-09-04 05:42:49"
12738709,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953875,TAN1802_193_0006__TAN1802_Stn_193_056.jpg,,,4,Circle,"[2938.23,1699.57,52.19]","{""size"":6934873,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":true,""message"":""Unsupported number of laserpoints."",""method"":""delphi"",""distance"":""20""}}",11796976,"2021-09-04 05:42:52"
12738710,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953894,TAN1802_196_0002__TAN1802_Stn_196_013.jpg,,,4,Circle,"[5146.5,2720.35,72.33]","{""size"":6421686,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":5.403097619058984,""count"":2,""method"":""manual"",""points"":[[2648.75,2558.56],[2607.63,2978.63]],""distance"":""20""}}",11796977,"2021-09-04 05:42:55"
12738711,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953926,TAN1802_208_0006__TAN1802_Stn_208_048.jpg,,,4,Circle,"[1296.91,3468.43,50.05]","{""size"":6258139,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":3.1197029277666224,""count"":2,""method"":""manual"",""points"":[[2791.22,2413.89],[2725.13,2965.41]],""distance"":""20""}}",11796978,"2021-09-04 05:42:59"
12738712,178978,antarctic_scallop-antarctic_scallop,antarctic_scallop-antarctic_scallop,581,Charley,Gros,953926,TAN1802_208_0006__TAN1802_Stn_208_048.jpg,,,4,Circle,"[4606.49,1930.65,78.34]","{""size"":6258139,""mimetype"":""image\/jpeg"",""width"":6016,""height"":4000,""laserpoints"":{""error"":false,""area"":3.1197029277666224,""count"":2,""method"":""manual"",""points"":[[2791.22,2413.89],[2725.13,2965.41]],""distance"":""20""}}",11796979,"2021-09-04 05:43:02"
